,BottleneckSummaryIndex,Id,StartDate,EndDate,FromIntersectionName,ToIntersectionName,Direction,MaxDurationMinutes,StartSegmentOffsetMiles,EndSegmentOffsetMiles,MaxLengthMiles,FromPointLat,FromPointLon,ToPointLat,ToPointLon,label
0,76,cdebf41d-b028-422e-a518-5c30c064dc4e,2024-02-17T00:20:32.000Z,2024-02-17T00:36:31.000Z,"I-65  Exits 110B,111,112A / I-70  Exits 80,83A / Pine St",I-70,Eastbound,16,0.361,0.543,183.8,39.78116419855493,-86.14076028,39.93184748595487,-82.8158662,Yes
1,76,b2fa2e0d-1eed-4772-a289-dfde50ecbb89,2024-02-16T23:15:32.000Z,2024-02-17T00:32:26.000Z,I-65 / Virginia Ave / Mccarty St,I-70,Eastbound,77,0.262,0.709,179.41,39.76436,-86.14293,39.9316,-82.91801928,Yes
2,372,894985dc-7458-4f26-a60c-3123ea80826e,2024-02-17T00:56:37.000Z,2024-02-17T01:30:29.000Z,I-70,I-70  Exit 112C / Taylor Rd,Eastbound,34,0,0.201,167.6,39.82021409,-85.82030708,39.936002323695455,-82.77912729,Yes
3,455,91c9f9d9-9375-47fb-a400-d84577a09982,2024-02-17T00:37:26.000Z,2024-02-17T00:58:28.000Z,I-70,"I-70  Exits 112,112A,112B / OH-256 Reynoldsburg Baltimore Rd",Eastbound,21,1.046,0.532,137.37,39.85194057359425,-85.27496601,39.93214197514238,-82.79494238,Yes
4,630,0ca95c1e-5b72-4aef-9c58-c92d9bb88860,2024-02-17T01:24:33.000Z,2024-02-17T01:30:28.000Z,I-70,I-70  Exit 97 / US-40 Broad St,Eastbound,6,0.309,0.769,113.65,39.85303597302932,-85.11394792,39.96321871897478,-83.05302821,No
5,1118,e20fb6e8-d05c-4793-9cca-c39107e562ec,2024-02-17T01:06:27.000Z,2024-02-17T01:09:25.000Z,"I-65  Exits 110B,111,112A / I-70  Exits 80,83A / Pine St",I-70  Exit 66 / OH-54,Eastbound,3,0.874,0.583,137.69,39.79205230901635,-86.12482359,39.93334689365354,-83.62198064,No
6,76,4e9fda88-ddf1-4e8e-a43e-7682d185edfd,2024-02-17T00:42:32.000Z,2024-02-17T00:51:36.000Z,I-70  Exit 91 / Post Rd,I-70,Eastbound,9,0.596,0.142,117.13,39.80016,-86.01567,39.89428012023663,-83.86599895,Yes
7,76,4a3cf11b-30d7-491a-9bf8-44317029872a,2024-02-17T00:50:25.000Z,2024-02-17T01:06:28.000Z,I-70,I-70,Eastbound,16,1.103,0.069,109.41,39.81974167,-85.86126503,39.895187076591405,-83.85323724,Yes
8,225,844cd2e3-fdef-45b9-bf8d-832f99172047,2024-02-16T23:52:30.000Z,2024-02-17T01:57:26.000Z,I-70  Exit 97 / US-40 Broad St,I-70  Exit 145 / Centerville Rd,Westbound,125,0.073,1.017,107.45,39.96040082473118,-83.04873458,39.85971,-84.99211573,Yes
9,225,bfe9aecf-38f8-427f-beb1-463d6cfe3970,2024-02-17T00:07:24.000Z,2024-02-17T00:26:43.000Z,I-70  Exit 98A / US-62 Central Ave,I-70  Exit 145 / Centerville Rd,Westbound,19,0,1.017,108.43,39.94913,-83.03815,39.85971,-84.99211573,No
10,225,7e135d1e-c283-4dc4-b5c2-a7ae1bfa4b66,2024-02-16T22:20:32.000Z,2024-02-16T23:42:33.000Z,I-70,I-70  Exit 145 / Centerville Rd,Westbound,82,0.022,1.017,103.49,39.97659003287437,-83.11894082,39.85971,-84.99211573,Yes
11,1691,819793ef-dcac-42ae-b9d0-271d90b876f3,2024-02-17T00:41:44.000Z,2024-02-17T01:26:38.000Z,I-70  Exit 98A / US-62 Central Ave,"I-70  Exits 149A,149B / US-35 / IN-38",Westbound,45,0.187,1.494,104.37,39.951354051080536,-83.04013351,39.86841898467728,-84.92016812,No
12,84,507bc3fb-a048-4861-b95a-2ec75cf91f00,2024-02-16T23:13:36.000Z,2024-02-16T23:52:30.000Z,I-70,I-70,Westbound,39,0.782,1.007,100.19,39.977100756837046,-83.13957134,39.863685123416616,-84.95157089,Yes
13,372,a046b05f-9aa9-48b2-9c91-65cb4039afe7,2024-02-17T01:16:29.000Z,2024-02-17T01:26:39.000Z,I-70  Exit 36 / OH-202 Old Troy Pike,I-70  Exit 112C / Taylor Rd,Eastbound,10,1.411,0,74.35,39.86804308445121,-84.1079322,39.93648,-82.77721001,No
14,126,15c0b2c4-a76b-4755-9d63-fcd2de08a3ef,2024-02-16T23:50:31.000Z,2024-02-17T00:28:33.000Z,I-75  Exit 104 / OH-219 Botkins Rd / CR-22 Botkins Rd,I-75,Southbound,38,0.178,0.137,75.59,40.46825801463277,-84.16945572,39.44243189062189,-84.33466294,Yes
