,BottleneckSummaryIndex,Id,StartDate,EndDate,FromIntersectionName,ToIntersectionName,Direction,MaxDurationMinutes,StartSegmentOffsetMiles,EndSegmentOffsetMiles,MaxLengthMiles,FromPointLat,FromPointLon,ToPointLat,ToPointLon,label,OverlapSecond
0,14,6558e512-d433-4c74-ab59-9c40556d7660,2022-02-18T03:16:33.000Z,2022-02-18T04:36:33.000Z,I-75  Exit 5 / Erie Rd,I-75,Southbound,80,0.202,0,30.57,41.79651039,-83.46060172,41.4390998,-83.6202899,Yes,
1,29,02aecdaa-40a5-43a0-b649-692cfcf5552a,2022-02-18T04:39:04.000Z,2022-02-18T05:11:15.000Z,I-71  Exit 220 / I-271  Exit 1,I-271,Northbound,32,0,0.331,33.41,41.16195,-81.78158,41.5086671,-81.46317183,Yes,
2,826,22cf1ed5-a7f7-49fe-8b09-90492fb72aa7,2022-02-18T04:01:08.000Z,2022-02-18T05:41:54.000Z,I-77  Exit 133 / Ridgewood Rd / Miller Rd,"I-90  Exits 171,172A,172C / I-77  Exit 162B / OH-10 Carnegie Ave",Northbound,101,0.389,0.31,28.3,41.118771,-81.62152607,41.49092545,-81.66848076,Yes,
3,330,5a62db0c-66f8-4389-aa85-eb37ced92d58,2022-02-18T05:34:43.000Z,2022-02-18T06:33:56.000Z,"I-77  Exits 137A,137B / OH-18 Medina Rd",I-77  Exit 158 / Grant Ave,Northbound,59,0.791,0.624,20.19,41.14684201,-81.636969,41.43108879,-81.64771395,Yes,
4,29,901fb527-4b5e-4ccf-b3f3-a44039cc1311,2022-02-18T07:16:46.000Z,2022-02-18T07:32:55.000Z,I-271  Exit 3 / OH-94 Ridge Rd / OH-94,I-271,Northbound,16,0.321,0.175,27.89,41.19256126,-81.74321088,41.48305538,-81.48637524,Yes,
5,3,69267b8f-5da7-4888-a885-94053fddc484,2022-02-18T06:31:48.000Z,2022-02-18T07:26:00.000Z,I-90  Exit 195 / OH-615 Center St,I-90,Eastbound,54,1.004,0.103,18.49,41.64742027,-81.31558221,41.76376001,-81.00143996,Yes,
6,3,3aee2dd1-95b5-4609-bdd0-6feba415a61e,2022-02-18T05:01:07.000Z,2022-02-18T05:41:54.000Z,I-90,I-90,Eastbound,41,1.152,0.819,24.5,41.75207158,-81.06468041,41.88896018,-80.64880457,Yes,
7,9,abad476e-7f7e-4876-af72-ab44c69c7551,2022-02-18T05:34:43.000Z,2022-02-18T06:13:52.000Z,"I-76  Exits 22,22A / Main St / South St",I-77,Northbound,39,0.329,0.774,19.84,41.06247,-81.52405002,41.26730004,-81.63618001,Yes,
8,134,614701db-5ac2-47b5-9238-f71c43ff5636,2022-02-18T04:47:47.000Z,2022-02-18T04:52:55.000Z,I-71,"I-480  Exits 10,11 / I-71  Exit 238 / Berea Fwy Exit 238",Northbound,5,0.296,0.167,25.79,41.05095148,-81.8646055,41.40474039,-81.81819006,Yes,
9,271,905f6c6f-80c6-45eb-b027-123fe84f11c5,2022-02-18T08:06:47.000Z,2022-02-18T08:31:01.000Z,I-271,I-90  Exit 188 / I-271,Northbound,24,1.28,0.521,14.27,41.39820871,-81.50832497,41.58458042,-81.44768482,Yes,
10,16,4effa812-5b2c-446f-9011-556e434d45fa,2022-02-18T05:27:53.000Z,2022-02-18T05:44:50.000Z,I-271,I-271,Southbound,17,0.242,0.598,18.9,41.50667632,-81.46985465,41.25860763,-81.56258519,Yes,
11,825,4bbc920f-9943-4bd2-b691-4d387ec505c5,2022-02-18T04:09:52.000Z,2022-02-18T04:34:54.000Z,I-77,I-77  Exit 130 / OH-261 V Odom Blvd,Southbound,25,0.824,0.247,14.71,41.24778294,-81.62946278,41.07873593,-81.57460455,Yes,
12,208,e12c5fb3-36c2-4e8e-ad5a-495d1ef621f9,2022-02-18T05:01:07.000Z,2022-02-18T05:12:56.000Z,I-71,Berea Fwy / I-71,Northbound,12,0,1.048,24.56,41.08593,-81.83299,41.42743491,-81.81778184,Yes,
13,587,d255c4e1-cf51-4ef4-ba56-bb02eda506f1,2022-02-18T06:47:56.000Z,2022-02-18T07:30:58.000Z,"I-90  Exits 171,172A,172C / I-77  Exit 162B / OH-10 Carnegie Ave",I-90  Exit 151 / OH-611 Colorado Ave,Westbound,43,0.278,0.712,18.99,41.48478437,-81.69179539,41.46474175,-82.03993067,Yes,
14,210,0d9edf8b-1b98-42bc-bb46-20cb97220ee8,2022-02-18T06:11:03.000Z,2022-02-18T06:21:05.000Z,I-80  Exit 173 / I-77  Exit 146 / OH-21,I-80,Westbound,10,0.617,1.089,28.04,41.28319215,-81.65515392,41.39011255,-82.15203969,Yes,
