,BottleneckSummaryIndex,Id,StartDate,EndDate,FromIntersectionName,ToIntersectionName,Direction,MaxDurationMinutes,StartSegmentOffsetMiles,EndSegmentOffsetMiles,MaxLengthMiles,FromPointLat,FromPointLon,ToPointLat,ToPointLon,label,OverlapSecond
22,46,49ed6ed3-9430-4c4f-b9e2-5eb5b80c9ec1,2022-03-12T05:44:49.000Z,2022-03-12T05:52:51.000Z,I-70  Exit 218 / CR-28A Mall Rd / Red Roof Ln,I-70,Westbound,8,0.208,0.452,32.99,40.07113502,-80.87690171,40.02096625,-81.47497571,No,482
23,167,5ada3835-4253-42d4-a897-0e02c039f94f,2022-03-12T06:33:19.000Z,2022-03-12T07:23:26.000Z,US-35,US-35 / CR-46 Orpheus Rd / Ebb Tomblin Rd,Eastbound,50,0.323,0,20.63,39.16912,-82.74397,38.96007016,-82.49363773,No,3007
24,114,9fece9b5-ff60-4de0-8204-b81439cde340,2022-03-12T05:24:53.000Z,2022-03-12T05:46:41.000Z,I-70,I-70  Exit 142 / CR-30 Mt Perry Rd,Westbound,22,0.931,0.859,30.61,40.00244958,-81.66338038,39.94943948,-82.21420265,Yes,
25,46,20c13d83-f880-4afa-9bae-0b6362146b7b,2022-03-12T06:17:54.000Z,2022-03-12T06:29:48.000Z,I-70,I-70,Westbound,12,0.218,0.365,29.23,40.0645198,-81.02091215,40.00286832,-81.54376804,Yes,
26,46,6d0f3af1-f801-42b5-afc2-af755d9fa40f,2022-03-12T06:29:47.000Z,2022-03-12T06:31:41.000Z,I-70  Exit 204 / US-40 Mcmillan Rd / US-40 National Rd,I-70,Westbound,2,0.163,0.149,29.53,40.05944333,-81.14199974,39.99891458,-81.66602959,Yes,
27,46,c46593a3-1ed2-4c33-9cbe-e295c1c1190b,2022-03-12T06:31:41.000Z,2022-03-12T06:48:37.000Z,I-70  Exit 202 / OH-800 Barnesville Hendrysburg Rd / OH-800 Hendrysburg Freeport Rd,I-70,Westbound,17,0.554,0.342,28.64,40.06011,-81.16243,39.99677467,-81.6675617,Yes,
28,550,3347c021-cc53-46d5-bbea-c38f19dfea63,2022-03-12T06:20:41.000Z,2022-03-12T06:54:46.000Z,I-80 / CR-331 Hubbard Masury Rd,I-80  Exit 29 / PA-8,Eastbound,34,0,1.304,31,41.17644,-80.56087,41.20161976,-79.9806983,Yes,
29,173,ad752909-aa18-499d-9a32-840e82b3ca7c,2022-03-12T06:46:39.000Z,2022-03-12T07:44:45.000Z,I-70,I-70  Exit 225 / Marion St,Eastbound,58,0.303,0.459,27,40.05554,-81.27706994,40.06500134,-80.78363823,Yes,
30,95,1da21e7e-1cf7-44b2-9841-6ec045210e5e,2022-03-12T05:46:41.000Z,2022-03-12T06:18:45.000Z,"I-80  Exits 4A,4B / I-376  Exit 1B / PA-760  Exit 1A",I-80,Westbound,32,0,0.357,21.06,41.18492,-80.44334,41.1116526,-80.81984703,Yes,
31,35,40384e75-f465-4399-92a7-38f421bd6170,2022-03-12T05:04:48.000Z,2022-03-12T05:45:45.000Z,I-77  Exit 185 / WV-14 Highland Ave / CR-3/2 Access Rd,I-77  Exit 25 / OH-78 Mcconnelsville Rd,Northbound,41,0.338,0.296,25.29,39.39676791,-81.43674335,39.73225558,-81.5259388,Yes,
32,16,303792d9-1dc3-410e-a66a-6ff31dabeac6,2022-03-12T05:30:45.000Z,2022-03-12T05:59:49.000Z,I-77  Exit 1 / OH-7 Pike St / OH-7,I-77,Southbound,29,0.237,0.595,27.31,39.40937968,-81.42518029,39.0641652,-81.57334073,Yes,
33,59,c1096f74-34cb-4d12-97ab-80ea999117dd,2022-03-12T06:18:33.000Z,2022-03-12T06:30:23.000Z,US-35,US-35,Westbound,12,0.515,1.034,31.46,38.88769342,-82.39380632,39.19223202,-82.77784254,Yes,
34,79,be6d1eab-4206-4ccd-a60d-d8e8b59a4468,2022-03-12T04:37:30.000Z,2022-03-12T05:21:11.000Z,US-35 / OH-124,OH-7 / US-35,Eastbound,44,0.13,0.341,30.78,39.04091431,-82.60737526,38.8387671,-82.15351219,Yes,
35,16,6015e272-788b-41f0-976c-9a22eff7af6b,2022-03-12T05:56:41.000Z,2022-03-12T06:16:45.000Z,I-77  Exit 1 / OH-7 Pike St / OH-7,I-77,Southbound,20,0.237,0.595,27.31,39.40937968,-81.42518029,39.0641652,-81.57334073,Yes,
36,535,7ad0902a-8694-4a4b-87da-be59ab18c323,2022-03-12T07:52:42.000Z,2022-03-12T08:28:23.000Z,US-35 / OH-850,US-35 / OH-124,Westbound,36,0.251,0.249,22.14,38.87841352,-82.30652766,39.0456291,-82.6130297,Yes,
37,79,e9f01dc3-503c-4c94-a17d-0e1efce9ce3f,2022-03-12T07:38:22.000Z,2022-03-12T08:20:23.000Z,US-35 / OH-327,OH-7 / US-35,Eastbound,42,0.682,0,24.66,38.98465943,-82.52938948,38.83845799,-82.15947034,Yes,
38,66,fbd4ab99-c45f-43fe-a009-f78a80388c98,2022-03-12T05:34:49.000Z,2022-03-12T06:00:44.000Z,"I-70  Exits 154,155 / Elberon Ave / 7th St",I-70,Eastbound,26,0,0.998,18.45,39.94483,-82.00602,39.99108194,-81.67269737,Yes,
39,173,f0ef7d34-f8b5-4b0f-9a63-e5a35354a4de,2022-03-12T05:15:24.000Z,2022-03-12T05:33:43.000Z,I-70  Exit 198 / CR-114 Oxford Rd,I-70  Exit 225 / Marion St,Eastbound,18,0.442,1.071,24.82,40.05531,-81.22531997,40.06414102,-80.77216847,Yes,
40,414,0c02d8ad-a353-49ff-88a3-879fbb63a180,2022-03-12T06:38:46.000Z,2022-03-12T06:43:39.000Z,I-70  Exit 204 / US-40 Mcmillan Rd / US-40 National Rd,I-70  Exit 176 / OH-723,Westbound,5,0.163,0.718,26.51,40.05944333,-81.14199974,40.00905778,-81.61416222,No,293
41,623,4c19c45b-fa73-441d-a45b-19952bc66924,2022-03-12T10:00:28.000Z,2022-03-12T10:16:25.000Z,US-35,US-35 / CR-41 Dixon Run Rd / CR-79 Clary Rd,Westbound,16,0.953,0.686,24.38,38.83996011,-82.18430086,38.9957314,-82.54479214,Yes,
42,19,0c1b6e12-5130-4173-8b42-bafc4afc7316,2022-03-12T10:41:45.000Z,2022-03-12T11:20:48.000Z,OH-11,OH-11  Exit 34 / CR-109 Raccoon Rd,Northbound,39,0.32,0.476,14.6,40.80155656,-80.7456131,41.00555308,-80.73612286,Yes,
43,274,d532e81c-4e7f-4b3b-932c-a7975dbff324,2022-03-12T05:16:28.000Z,2022-03-12T05:46:42.000Z,I-680  Exit 14 / Western Reserve Rd / OH-164 South Ave,I-80 / I-680,Northbound,30,0,0.36,14.91,40.98388,-80.63315,41.1254593,-80.75270837,Yes,
44,66,756b7d30-f2c1-4b5b-8405-aa69161e50dc,2022-03-12T07:10:40.000Z,2022-03-12T08:03:40.000Z,I-70  Exit 164 / US-22,I-70,Eastbound,53,0.373,0.449,20.83,39.97388386,-81.83421801,40.02210227,-81.47337333,Yes,
45,16,7be10c2a-8049-4dc5-a964-d27faca7f9a5,2022-03-12T05:34:49.000Z,2022-03-12T06:00:44.000Z,I-77,I-77,Southbound,26,0.145,0.314,19.98,39.88510058,-81.53224438,39.6192398,-81.45970994,Yes,
46,114,d09e983a-5e0d-470f-ad61-86e1e76e87d2,2022-03-12T04:58:43.000Z,2022-03-12T05:31:46.000Z,I-70,I-70  Exit 142 / CR-30 Mt Perry Rd,Westbound,33,0.151,1.068,22.92,39.9723958,-81.79849662,39.94845999,-82.21814002,Yes,
47,95,e867eeae-3afb-43aa-84ff-c28e7c113fdb,2022-03-12T05:17:11.000Z,2022-03-12T05:47:53.000Z,"I-80  Exits 4A,4B / I-376  Exit 1B / PA-760  Exit 1A",I-80,Westbound,31,0,1.061,20.71,41.18492,-80.44334,41.11284994,-80.81417019,Yes,
48,33,7377fcef-dd04-41e8-a08e-d346a64ede36,2022-03-12T06:02:51.000Z,2022-03-12T07:01:37.000Z,OH-11,OH-11,Southbound,59,0.476,0.06,15.53,40.97872964,-80.72170994,40.7628498,-80.72292976,Yes,
49,151,cf7a907f-17ca-4de6-94da-7d9593b3aa09,2022-03-12T04:44:49.000Z,2022-03-12T05:02:53.000Z,I-80,"I-80  Exits 228,228A,228B / OH-11  Exit 46B / OH-711",Westbound,18,0,0.094,20.67,41.18513032,-80.28348468,41.155261,-80.66546467,Yes,
50,53,36a0e06c-78da-44c1-a5fb-cbc455a1b985,2022-03-12T09:30:24.000Z,2022-03-12T10:19:40.000Z,US-35,US-35,Eastbound,49,0,0.672,17.36,39.25506092,-82.85378288,39.08848886,-82.64712019,Yes,
51,79,80173b85-4261-4434-9d76-a22f9ec41f50,2022-03-12T05:18:48.000Z,2022-03-12T06:15:21.000Z,US-35 / OH-327,OH-7 / US-35,Eastbound,57,0.682,0.236,25.31,38.98465943,-82.52938948,38.83589503,-82.14948004,Yes,
52,79,b4c5f633-8644-42f7-9378-1352470d3e1f,2022-03-12T08:15:26.000Z,2022-03-12T09:14:41.000Z,US-35 / CR-41 Dixon Run Rd,OH-7 / US-35,Eastbound,59,0.804,0.236,24.07,38.97361062,-82.51285971,38.83589503,-82.14948004,Yes,
53,57,fa01b5c3-2d6e-40df-b3ec-3dafbb0b78f5,2022-03-12T05:25:57.000Z,2022-03-12T06:22:56.000Z,US-50 / Lakehill Rd,US-50 / OH-144 Water St / OH-144,Eastbound,57,0.172,0.568,16.53,39.33414,-82.01707,39.22184206,-81.80345591,Yes,
54,2,9f2558f8-dfaa-4e67-b001-6fd241e139a6,2022-03-12T06:55:45.000Z,2022-03-12T06:59:46.000Z,I-77  Exit 28 / OH-821 Main St,I-77,Northbound,4,0.197,0,20.98,39.79383068,-81.5492391,40.08294907,-81.56179128,Yes,
55,247,7f147dd2-5ca3-4f5e-be4a-0f0dd0006068,2022-03-12T07:19:46.000Z,2022-03-12T07:48:41.000Z,I-70,I-70  Exit 153A / State St,Westbound,29,0.931,0.222,19.81,40.00244958,-81.66338038,39.94747004,-82.01383033,Yes,
56,16,0ce3aea1-a6e8-4188-bd12-da884b38a561,2022-03-12T05:38:44.000Z,2022-03-12T06:24:48.000Z,I-77,I-77,Southbound,46,0.539,0.164,14.57,40.10442816,-81.56294969,39.90630746,-81.52777066,Yes,
57,95,9c203b8c-bfbd-4587-9fdd-4de7edbcbac2,2022-03-12T04:32:58.000Z,2022-03-12T04:45:46.000Z,I-80,I-80,Westbound,13,0,0.103,18.38,41.18654675,-80.34463622,41.14832,-80.68286045,Yes,
58,177,6a7d4b27-7829-4818-9c1a-3caaec49ab28,2022-03-12T06:20:41.000Z,2022-03-12T07:13:40.000Z,I-70  Exit 160 / CR-52 Sonora Rd,"I-77  Exits 44A,44B / I-70  Exits 180A,180B",Eastbound,53,0.287,0.266,18.08,39.96737834,-81.89957888,39.99957568,-81.57994992,Yes,
59,225,0341581d-83d5-4df6-9e7a-b629793d89af,2022-03-12T05:24:53.000Z,2022-03-12T05:28:38.000Z,I-680  Exit 14 / Western Reserve Rd / OH-164 South Ave,I-680  Exit 3A / OH-711 / Elberen St,Northbound,4,0,0.022,11.2,40.98388,-80.63315,41.11183041,-80.69132015,No,225
60,66,6b7ff8c5-d5b2-4907-9d3d-b10306f3fcc8,2022-03-12T08:42:45.000Z,2022-03-12T09:32:48.000Z,I-70,I-70,Eastbound,50,0.148,0.309,17.45,39.98447864,-81.68612613,40.03984699,-81.39265258,Yes,
61,610,18367d5b-df1a-4874-ae3e-8c1ee327fbd0,2022-03-12T04:51:46.000Z,2022-03-12T06:13:43.000Z,I-77  Exit 170 / WV-14 Pike St / WV-14 Elizabeth Pike,I-77  Exit 1 / OH-7 Pike St / OH-7,Northbound,82,0.103,0,15.83,39.1927216,-81.52804464,39.39203757,-81.4392828,Yes,
62,64,c0f3d362-7e36-4ac2-8bc2-d32801970811,2022-03-12T05:02:53.000Z,2022-03-12T05:05:54.000Z,I-80,I-80,Eastbound,3,0.137,0.159,22.86,41.16026601,-80.61755696,41.1948044,-80.19443229,Yes,
63,589,952a66f7-de5d-4635-8ede-124515d19ccd,2022-03-12T05:24:53.000Z,2022-03-12T05:31:46.000Z,I-70,I-70  Exit 152 / US-40 National Rd / US-40 Main St,Westbound,7,0.331,0.705,17.21,39.98307614,-81.72109718,39.94901301,-82.03417388,No,413
64,59,749fd2ca-8105-4af9-a9d7-adf610acfdd5,2022-03-12T05:00:21.000Z,2022-03-12T05:56:20.000Z,US-23 / US-35,US-35,Westbound,56,0.21,0.682,18.42,39.32874,-82.94575,39.45536743,-83.2287696,Yes,
65,95,e80ee6d0-30dd-4285-b137-2c85685778db,2022-03-12T10:00:50.000Z,2022-03-12T10:24:48.000Z,I-80,I-80,Westbound,24,0.395,0.211,16.82,41.18477721,-80.51969285,41.11189478,-80.81773047,Yes,
66,52,fd3b4b7f-0b9f-46cf-b46f-e813ca1e3299,2022-03-12T10:12:46.000Z,2022-03-12T10:18:42.000Z,I-80,I-80  Exit 218 / I-76  Exit 218 / CR-18 Mahoning Ave,Westbound,6,0.395,0.661,17.27,41.18477721,-80.51969285,41.11110521,-80.8258446,No,356
67,66,e1037ac3-992b-4fb2-b938-6ef1ee5eb15a,2022-03-12T06:04:44.000Z,2022-03-12T06:15:41.000Z,I-70,I-70,Eastbound,11,0.299,0,16.68,39.97985914,-81.74609746,40.02776633,-81.46482708,Yes,
68,2,02ea75b4-fb23-4fe9-85b9-7042f7a8acd7,2022-03-12T06:35:48.000Z,2022-03-12T06:40:41.000Z,I-77,I-77,Northbound,5,1.109,0.544,18.36,39.80738982,-81.54933973,40.06064401,-81.56727022,No,293
69,555,17c55b6e-5f71-425e-8563-42efd456ecc1,2022-03-12T07:54:46.000Z,2022-03-12T08:29:46.000Z,I-77,I-77  Exit 65 / US-36,Northbound,35,0.639,1.399,19.89,40.01185017,-81.55911,40.28679524,-81.55464114,Yes,
70,95,eb9af1c8-9069-43fe-8aa2-83c32ed9a63a,2022-03-12T05:15:24.000Z,2022-03-12T05:29:48.000Z,I-80,I-80,Westbound,14,0.329,0.148,19.92,41.18132995,-80.30955018,41.14924685,-80.67505574,Yes,
71,389,029be5c4-355b-4336-9b13-62b10483fee5,2022-03-12T04:42:47.000Z,2022-03-12T06:35:22.000Z,US-52,US-52,Southbound,113,0.465,0.66,14.89,38.62369132,-82.83668831,38.49026106,-82.64382633,Yes,
72,488,e83d10c7-48bd-4c46-88a1-c0c86637801f,2022-03-12T05:00:44.000Z,2022-03-12T05:41:34.000Z,I-70  Exit 142 / CR-30 Mt Perry Rd,I-70  Exit 160 / CR-52 Sonora Rd,Eastbound,41,0,0.747,17.31,39.94643,-82.22233,39.96494025,-81.90831687,Yes,
73,35,3dc6b395-6c0b-451c-a730-751d1b31cb89,2022-03-12T11:11:43.000Z,2022-03-12T11:45:41.000Z,I-77,I-77  Exit 25 / OH-78 Mcconnelsville Rd,Northbound,34,0.468,0.441,16.78,39.51110146,-81.45447945,39.7329934,-81.5265445,Yes,
74,35,f39d05e9-cce3-46bc-a04a-b85113635189,2022-03-12T06:14:46.000Z,2022-03-12T06:21:49.000Z,I-77,I-77  Exit 25 / OH-78 Mcconnelsville Rd,Northbound,7,0.177,0.506,21.23,39.45143575,-81.4393235,39.73446225,-81.52776925,No,423
75,16,bada71d6-a0b0-4662-bb7e-f7a09a87298b,2022-03-12T06:22:56.000Z,2022-03-12T07:00:38.000Z,I-77,I-77,Southbound,38,0.308,0.627,15.72,39.55800636,-81.44856324,39.34685712,-81.45054316,Yes,
76,16,2c0329b4-b4bc-42ba-a59d-526e5410e1e6,2022-03-12T10:00:49.000Z,2022-03-12T10:56:45.000Z,I-77,I-77,Southbound,56,0,1.13,15.36,39.87199782,-81.53698222,39.66836922,-81.48022683,Yes,
77,77,3462d0de-6260-4987-990b-721f228ad069,2022-03-12T04:45:46.000Z,2022-03-12T04:58:43.000Z,I-80  Exit 229 / OH-193 Belmont Ave,I-80  Exit 15 / US-19 Perry Hwy,Eastbound,13,0.318,0.347,21.36,41.15916999,-80.63394992,41.19291006,-80.23988964,Yes,
78,249,475c6d89-e29d-489f-8b31-9b0a7c64d1fe,2022-03-12T06:08:45.000Z,2022-03-12T07:13:40.000Z,"I-80  Exits 224,224A,224B / I-680  Exit 1 / OH-11","I-680  Exits 11,11A,11B / US-224 Boardman Poland Rd / US-224",Southbound,65,0,0.309,8.94,41.12643,-80.74413,41.06068355,-80.62836152,Yes,
79,87,18a8ca47-e4b7-4553-b2cc-4e0944ca01d0,2022-03-13T03:08:06.000Z,2022-03-13T05:41:43.000Z,I-680  Exit 14 / Western Reserve Rd / OH-164 South Ave,I-680 / Belle Vista Ave,Northbound,154,0,0.276,9.19,41.00717327,-80.63118401,41.10747071,-80.6871208,Yes,
80,151,63fedddd-863d-478b-89bd-d2d55b7c0b92,2022-03-12T04:59:43.000Z,2022-03-12T05:00:44.000Z,I-80,"I-80  Exits 228,228A,228B / OH-11  Exit 46B / OH-711",Westbound,1,0.745,0.094,19.92,41.18452581,-80.29777976,41.155261,-80.66546467,No,61
81,64,47308776-b43f-4651-a1b3-1bdfd8f34564,2022-03-12T04:48:40.000Z,2022-03-12T04:50:53.000Z,I-80,I-80,Eastbound,2,0.137,0.164,20.78,41.16026601,-80.61755696,41.1939501,-80.23349922,No,133
82,59,55999f27-583d-4cdf-bb12-82c0831320a2,2022-03-12T06:36:33.000Z,2022-03-12T06:42:28.000Z,US-35 / Plum Rd,US-35,Westbound,6,0.938,0.705,20.09,38.94268297,-82.47392353,39.14539007,-82.72651002,Yes,
83,46,aa6e32d7-45f5-4dfd-a3ef-ecbbc2987eb8,2022-03-12T05:05:54.000Z,2022-03-12T05:30:45.000Z,I-70  Exit 219 / I-470  Exit 1 / Banfield Rd,I-70,Westbound,25,0.816,1.033,17.39,40.07253279,-80.86559347,40.06017195,-81.18092346,Yes,
84,87,6e7ae440-72e6-40c9-a87a-abf378a446cf,2022-03-12T04:51:46.000Z,2022-03-12T05:19:50.000Z,"I-680  Exits 11,11A,11B / US-224 Boardman Poland Rd / US-224",I-680 / Belle Vista Ave,Northbound,28,0.147,0.276,6.52,41.044447,-80.63042471,41.10747071,-80.6871208,Yes,
85,166,32381bd1-3957-445b-8129-8df7dca270ef,2022-03-12T07:30:22.000Z,2022-03-12T07:42:28.000Z,US-35 / Welsh Scenic Bywy / OH-160,US-35 / CR-41 Dixon Run Rd,Westbound,12,0.742,0.638,18.48,38.84502554,-82.22934732,38.96536,-82.49762,Yes,
86,2,72a559dd-0293-47ef-98e1-00025c8f1699,2022-03-12T06:42:56.000Z,2022-03-12T07:12:50.000Z,I-77,I-77,Northbound,30,0.781,0.941,20,39.50005425,-81.45106539,39.76479511,-81.54358095,Yes,
87,53,d2413c52-a452-4bb3-ac23-ad045e3df9cb,2022-03-12T07:22:26.000Z,2022-03-12T07:40:28.000Z,US-35 / OH-124,US-35,Eastbound,18,0.13,0.126,22.05,39.04091431,-82.60737526,38.87711581,-82.30004126,Yes,
88,16,4487d6b6-03ff-4842-a16f-eef0ff238f1f,2022-03-12T06:09:49.000Z,2022-03-12T06:19:50.000Z,I-77,I-77,Southbound,10,0.139,0.596,16.95,39.72073,-81.51799,39.49489895,-81.44794929,Yes,
89,488,d8a88066-10dd-4da5-a544-9b691e7e3539,2022-03-12T05:39:47.000Z,2022-03-12T06:10:43.000Z,I-70,I-70  Exit 160 / CR-52 Sonora Rd,Eastbound,31,0.206,0.789,14.74,39.95280999,-82.19492003,39.95981494,-81.92511433,Yes,
90,203,0a6afce1-5388-4d1f-a173-31b46e953d9b,2022-03-12T05:06:20.000Z,2022-03-12T05:08:27.000Z,OH-7 / US-35,US-35 / CR-5 Moriah Rd / CR-77 Centerville Rd,Westbound,2,0.666,0.468,18.9,38.83953898,-82.16087166,38.92415598,-82.46456385,Yes,
91,107,ceb35ee6-7c8e-4a85-ac03-6581417a1d5e,2022-03-12T04:48:40.000Z,2022-03-12T05:24:53.000Z,I-77,I-77  Exit 54 / OH-541 / OH-541 Plainfield Rd,Southbound,36,0.932,0,21.41,40.43811166,-81.52179109,40.14900833,-81.54861138,Yes,
92,203,0aabc637-7735-4d38-ac97-b3fc8d631c3a,2022-03-12T05:08:26.000Z,2022-03-12T05:13:42.000Z,OH-7 / US-35,US-35 / CR-5 Moriah Rd / CR-77 Centerville Rd,Westbound,5,0.338,0.468,19.23,38.84101491,-82.15533801,38.92415598,-82.46456385,Yes,
93,75,699b5827-6393-4bef-97eb-f968495dac0e,2022-03-12T06:19:42.000Z,2022-03-12T06:23:23.000Z,US-35,US-35 / OH-124,Eastbound,4,0.821,0,16.47,39.20204558,-82.82011621,39.04859,-82.6163,No,221
94,640,5d835253-2146-4fdb-b032-1e3ab9ad5e99,2022-03-12T23:58:46.000Z,2022-03-13T00:12:09.000Z,I-77  Exit 143 / OH-176 Wheatley Rd / Wheatley Rd,I-77  Exit 132 / White Pond Dr / Mull Ave,Southbound,13,0,0,10.71,41.21534,-81.62627,41.10190661,-81.59035571,Yes,
