,BottleneckSummaryIndex,Id,StartDate,EndDate,FromIntersectionName,ToIntersectionName,Direction,MaxDurationMinutes,StartSegmentOffsetMiles,EndSegmentOffsetMiles,MaxLengthMiles,FromPointLat,FromPointLon,ToPointLat,ToPointLon,label
0,46,9ca95edf-a2a3-42e9-beed-e3c191742ac7,2023-03-19T10:37:40.000Z,2023-03-19T11:40:12.000Z,I-90,I-90  Exit 175 / 55th St / Marginal Rd,Westbound,63,0.401,0.289,15.84,41.62568986182212,-81.40223021,41.53486058274797,-81.64581726,Yes
1,11,e6f67660-437b-41ab-a928-46142603775f,2023-03-19T10:35:55.000Z,2023-03-19T11:42:54.000Z,"I-90  Exits 176,177 / 72nd St / Marginal Rd",I-90,Eastbound,67,0.095,0.385,18.32,41.54040213360797,-81.62578021,41.64597169230312,-81.33982222,Yes
2,46,6c589cca-dd5c-4183-bb7a-1236663023da,2023-03-19T11:29:16.000Z,2023-03-19T11:33:49.000Z,I-90,I-90  Exit 175 / 55th St / Marginal Rd,Westbound,5,0.158,0.327,20.46,41.64793824561562,-81.31244108,41.538401518038114,-81.6394006,No
3,42,eef059cd-682c-4e5b-a249-b81bb82b18a4,2023-03-19T05:07:07.000Z,2023-03-19T05:33:58.000Z,I-90,"I-90  Exit 228 / OH-11  Exits 94A,94B",Eastbound,27,0.316,0.157,28.12,41.66276950034352,-81.26317274,41.82784000000004,-80.78314868,Yes
4,46,6fb4014f-f40a-4277-901a-fc7d9b181876,2023-03-19T10:55:19.000Z,2023-03-19T11:56:05.000Z,I-90,I-90  Exit 175 / 55th St / Marginal Rd,Westbound,61,0.794,0.021,15.18,41.62257886675385,-81.4070244,41.53703171018788,-81.64212696,Yes
5,11,9fcfff6b-b6ce-4447-8612-d282b9d66516,2023-03-19T02:51:01.000Z,2023-03-19T03:33:37.000Z,I-90,I-90,Eastbound,43,0,0.492,29.01,41.68793788,-81.20962989,41.84675521,-80.70955899,Yes
6,46,7edbcc89-e12f-4407-952b-7374046b08e7,2023-03-19T10:55:19.000Z,2023-03-19T11:05:14.000Z,I-90,I-90  Exit 175 / 55th St / Marginal Rd,Westbound,10,0.253,0.072,15.24,41.62734700663554,-81.39969185,41.53922,-81.63359,No
7,11,db5df4da-e91b-4d43-82bb-7e3ebeb5d6fb,2023-03-19T11:38:46.000Z,2023-03-19T11:42:54.000Z,I-90 / Waterloo Rd / Jergen's Way,I-90,Eastbound,4,0.876,0.747,17.48,41.5746656,-81.55589899,41.65808965,-81.27355671,No
8,46,a7a4bef5-a5e1-4293-afad-f942965bd468,2023-03-19T11:56:05.000Z,2023-03-19T12:22:50.000Z,I-90  Exit 189 / OH-91 / OH-91 Som Center Rd,I-90  Exit 175 / 55th St / Marginal Rd,Westbound,27,0.141,0.429,13.26,41.60459181472111,-81.43583705,41.53777052403745,-81.64082359,Yes
9,11,5567f95c-7d06-4611-b684-7f6dc9f16295,2023-03-19T12:05:43.000Z,2023-03-19T12:20:55.000Z,I-90  Exit 178 / Eddy Rd,I-90,Eastbound,15,0.399,0,13.54,41.55228001683227,-81.60068997,41.62898396,-81.39593236,Yes
10,11,4a4c7e22-cc91-41c3-94bc-d7a078943f5f,2023-03-19T11:47:32.000Z,2023-03-19T11:49:27.000Z,"I-90  Exits 176,177 / 72nd St / Marginal Rd",I-90,Eastbound,2,1.031,0.475,12.41,41.54777058043428,-81.61023877,41.61296001618414,-81.42098997,Yes
11,1,42d90bd9-b3df-47f4-944c-fa0b3b1d25fb,2023-03-19T08:46:07.000Z,2023-03-19T09:26:23.000Z,I-90,I-90  Exit 188 / I-271,Westbound,40,0.16,0,19.04,41.72375309728032,-81.12276877,41.60108416226435,-81.44107961,Yes
12,57,291fad86-9453-4d9a-9bde-62a842fbad61,2023-03-19T09:54:20.000Z,2023-03-19T10:17:06.000Z,I-90  Exit 195 / OH-615 Center St,I-90  Exit 181 / Calcutta Ave / 156th St,Westbound,23,0.184,0.195,13.98,41.64687785401993,-81.33766911,41.57483895934233,-81.55597686,Yes
13,54,72c3f064-1ff2-4c2a-b677-8f2fd9a6a97a,2023-03-19T02:39:04.000Z,2023-03-19T04:17:41.000Z,I-90,I-90,Westbound,99,0.163,0.78,21.57,41.81105831,-80.81359485,41.69985910140869,-81.19058149,Yes
14,11,de979ac8-b692-41f0-a85a-7cb17182e2d4,2023-03-19T11:49:27.000Z,2023-03-19T11:56:05.000Z,I-90  Exit 183 / Lakeland Blvd,I-90,Eastbound,7,0.047,0.316,16.93,41.58302202532661,-81.53635794,41.66276950034352,-81.26317274,Yes
15,49,db901266-252c-42bb-9385-cead50f96220,2023-03-19T09:24:23.000Z,2023-03-19T09:48:48.000Z,I-90,I-90 / OH-2,Westbound,24,0.792,0.296,17.72,41.69043048920165,-81.20619412,41.60566954429256,-81.49595273,Yes
16,11,704f8681-63ba-4e9b-8fa4-d090e891fee0,2023-03-19T06:28:03.000Z,2023-03-19T07:36:32.000Z,I-90  Exit 193 / OH-306 Broadmoor Rd / OH-306,I-90,Eastbound,68,0,0.468,18.91,41.63825,-81.37893,41.75454988181068,-81.05844972,Yes
17,54,7fe13210-f1f0-486b-b46a-c4be677935c9,2023-03-19T04:37:51.000Z,2023-03-19T05:46:08.000Z,I-90  Exit 212 / OH-528 / OH-528 River St,I-90,Westbound,68,0.295,0.817,20.19,41.75898133428112,-81.04808383,41.63242532355039,-81.39180245,Yes
18,11,8c31266f-fe8c-4f95-b81c-5f4c24fcae91,2023-03-19T04:35:47.000Z,2023-03-19T05:08:05.000Z,I-90,I-90,Eastbound,32,0.799,0.477,21.1,41.70484122083586,-81.18170255,41.81194227150565,-80.81166936,Yes
19,109,165286cc-31d6-40db-9dca-87829100f1ca,2023-03-19T07:50:34.000Z,2023-03-19T08:23:56.000Z,I-90,I-90  Exit 212 / OH-528 / OH-528 River St,Eastbound,33,0.265,0.64,20.96,41.62140066733688,-81.40762883,41.75591954364353,-81.05500047,Yes
