,BottleneckSummaryIndex,Id,StartDate,EndDate,FromIntersectionName,ToIntersectionName,Direction,MaxDurationMinutes,StartSegmentOffsetMiles,EndSegmentOffsetMiles,MaxLengthMiles,FromPointLat,FromPointLon,ToPointLat,ToPointLon,label
0,155,e880761d-2eda-4acb-90c5-e238197a7e16,2023-03-14T04:37:13.000Z,2023-03-14T04:45:17.000Z,US-30 / OH-267 / OH-7,OH-11  Exit 34 / CR-109 Raccoon Rd,Northbound,8,0.487,1.453,25.94,40.68512,-80.63954,41.01704083846439,-80.73916877,Yes
1,208,d73b084f-cddf-458f-9869-44528d006f81,2023-03-14T04:07:44.000Z,2023-03-14T04:47:40.000Z,OH-11,US-30 / CR-447 Dresden Ave / OH-170,Southbound,40,0.314,0.846,16.77,40.87304414035675,-80.73067635,40.67439790724389,-80.61872695,Yes
2,297,69bc9158-9e04-4fac-8c9f-b2205e5b90b0,2023-03-14T01:36:30.000Z,2023-03-14T03:22:51.000Z,I-77,I-77  Exit 157 / Crossover / Sr-21,Northbound,106,0.913,0.482,16.89,41.18066219884447,-81.62559706,41.42142074071749,-81.64419936,Yes
3,155,cfbfaabe-0b1f-4420-90fb-8f8aa3ecea57,2023-03-14T04:44:06.000Z,2023-03-14T05:13:26.000Z,US-30,OH-11  Exit 34 / CR-109 Raccoon Rd,Northbound,29,0,1.453,23.79,40.70196583,-80.67234636,41.01704083846439,-80.73916877,Yes
4,376,9cdcd34a-6a17-4a0e-bf51-13a51950d9cf,2023-03-14T11:16:09.000Z,2023-03-14T11:51:55.000Z,OH-49 Salem Ave,Riverview Ave / Salem Ave / 1st St,Eastbound,36,0.391,0.023,7.05,39.83289738388001,-84.29782116,39.76238102,-84.20514652,Yes
5,75,6513614f-c4cc-4341-b608-e0bdfdff1b5d,2023-03-14T13:07:24.000Z,2023-03-14T13:51:53.000Z,I-70,I-70,Eastbound,44,0.279,0.805,14.82,39.85592194396897,-85.05416861,39.82849,-84.79985975,Yes
6,75,f342f230-10b1-4f56-a48b-10a801a318ed,2023-03-14T11:58:52.000Z,2023-03-14T13:19:26.000Z,I-70,I-70,Eastbound,81,0.074,0.403,14.16,39.85933,-85.01950792,39.82846001860004,-84.77865038,Yes
7,75,7dfa0558-8ea5-4064-bf61-6aa1fa06dc13,2023-03-14T10:07:06.000Z,2023-03-14T11:58:52.000Z,I-70,I-70,Eastbound,112,0.678,0.634,14.99,39.86512176093031,-84.94112914,39.835365169020925,-84.68557228,Yes
8,4,69a30d1f-48cb-41a2-a0d1-b0bff5801b22,2023-03-14T12:19:11.000Z,2023-03-14T13:40:58.000Z,I-71  Exit 117 / OH-161 Dublin Granville Rd,I-71  Exit 108B / US-40 Broad St,Southbound,82,0.048,0.409,8.18,40.08268953625885,-82.98773004,39.97004,-82.98418,Yes
9,203,7f083cda-0662-42e3-87b9-27bf735383a0,2023-03-14T11:10:06.000Z,2023-03-14T11:14:59.000Z,OH-49 Salem Ave,Salem Ave / Emerson Ave,Eastbound,5,1.077,0,6.86,39.84496,-84.31816,39.78068,-84.22291,Yes
