,BottleneckSummaryIndex,Id,StartDate,EndDate,FromIntersectionName,ToIntersectionName,Direction,MaxDurationMinutes,StartSegmentOffsetMiles,EndSegmentOffsetMiles,MaxLengthMiles,FromPointLat,FromPointLon,ToPointLat,ToPointLon,label
0,464,788b3394-0a3b-4a23-aada-a14dc8751a06,2024-01-12T21:51:34.000Z,2024-01-12T22:53:59.000Z,I-475,US-23  Exit 88 / Grand Blanc Rd,Northbound,62,0.505,0.741,101.49,41.53276316099654,-83.65013674,42.903636817718215,-83.72902259,Yes
1,704,762e6872-88ba-4a15-a1ed-56f445912b30,2024-01-12T23:04:43.000Z,2024-01-12T23:26:40.000Z,"US-23  Exits 13,232 / I-475  Exit 14 / US-20 Central Ave",I-75  Exit 122 / Pierson Rd,Northbound,22,0.063,0.903,99.92,41.69204280486412,-83.69531783,43.04692178045785,-83.75532387,Yes
2,391,9f8c30ef-5474-4c31-8820-0f87fb330db4,2024-01-12T23:25:39.000Z,2024-01-12T23:45:36.000Z,"US-23  Exits 13,232 / I-475  Exit 14 / US-20 Central Ave",I-75  Exit 136 / M-54 / Birch Run Rd,Northbound,20,0.063,0.327,108.95,41.69204280486412,-83.69531783,43.177560065775786,-83.7686,Yes
3,292,fc3e42cb-5d4e-4f16-9869-6565ca553c5b,2024-01-12T22:50:45.000Z,2024-01-12T23:43:54.000Z,I-75  Exit 126 / Mt Morris Rd,US-23,Southbound,53,0.497,0.191,106.77,43.11132302044817,-83.76354314,41.65666407026318,-83.6952033,Yes
4,395,95f1a454-58b4-441b-a403-2d0cd5bb0464,2024-01-12T23:09:35.000Z,2024-01-12T23:23:38.000Z,"US-23  Exits 13,232 / I-475  Exit 14 / US-20 Central Ave",I-75  Exit 118 / M-21 Corunna Rd,Northbound,14,0.343,0.105,95.54,41.67629003097788,-83.69392,42.97671851031862,-83.72608821,No
5,149,2ee808a0-a69c-4ec7-b18e-ff6ea34bb547,2024-01-12T22:19:36.000Z,2024-01-12T22:28:36.000Z,"I-69  Exit 133 / I-75  Exits 116,116A,116B,117A,117B,117B-A / Bristol Rd",US-23 / CR-24 Dorr St / Dorr St,Southbound,9,0.441,0.183,96.13,42.99066997085639,-83.74022995,41.68591638245393,-83.69584826,Yes
6,18,8404d87c-5de2-482e-80df-44884a9a83d6,2024-01-12T23:01:43.000Z,2024-01-12T23:12:37.000Z,US-23  Exit 234 / OH-51 Monroe St / Acres Rd,US-23  Exit 90 / Hill Rd,Northbound,11,0.18,0.301,90.17,41.71213705046488,-83.68803736,42.93680099313449,-83.72327,Yes
7,41,d56eff67-d859-49be-96fe-50e00f83eb23,2024-01-12T20:54:38.000Z,2024-01-12T21:21:37.000Z,US-20 Fremont Pike,US-23,Northbound,27,0.585,1.147,89.13,41.539443474917945,-83.5772084,42.66728776343077,-83.75947654,Yes
8,41,45099cd3-0c5f-44f2-bc28-0bf6193cfa43,2024-01-12T22:52:45.000Z,2024-01-12T23:03:51.000Z,US-23  Exit 234 / OH-51 Monroe St / Acres Rd,US-23,Northbound,11,0.031,0.895,85.71,41.714719413541616,-83.68814997,42.87802004816088,-83.73867,Yes
9,508,2c0d0eb9-07f8-4f47-a8af-6ba3f1f289f9,2024-01-12T21:40:39.000Z,2024-01-12T22:06:49.000Z,US-23,"I-75  Exit 192 / I-475  Exits 1A,1B,2 / OH-25 Dixie Hwy",Southbound,26,0.872,0.515,84.54,42.66166611902546,-83.75937245,41.53248,-83.64332242,Yes
10,243,37ef2daf-1b3f-45ab-af1b-70b292211936,2024-01-12T20:09:41.000Z,2024-01-12T21:40:40.000Z,US-23,I-75  Exit 193 / US-20 Fremont Pike / US-20 Sandusky St,Southbound,91,0.816,0.944,82.83,42.604221591132784,-83.74067049,41.54657868878664,-83.60681131,Yes
11,149,0208f8c7-5080-43ad-aff0-673b83f98edf,2024-01-13T00:01:41.000Z,2024-01-13T00:15:36.000Z,"I-96  Exits 147,148,148A-B / US-23  Exits 60A,60B / Spencer Rd",US-23 / CR-24 Dorr St / Dorr St,Southbound,14,0.302,0.105,62.08,42.52119,-83.75712,41.68838,-83.69665,Yes
12,149,1f9c0054-f022-4919-b9b1-89ea8e804420,2024-01-12T22:42:35.000Z,2024-01-12T22:50:45.000Z,US-23,US-23 / CR-24 Dorr St / Dorr St,Southbound,8,0.154,0.092,50.37,42.34921387539464,-83.74680977,41.679407502042416,-83.69453904,Yes
13,41,dccb7d79-532a-4edd-a9bd-8467cf59c97b,2024-01-12T21:59:44.000Z,2024-01-12T22:09:48.000Z,I-475,US-23,Northbound,10,0.505,1.095,47.86,41.53276316099654,-83.65013674,42.19354509,-83.68456082,No
14,185,8970de46-c6e2-43cd-9879-02bd67c327c8,2024-01-12T20:39:41.000Z,2024-01-12T21:32:47.000Z,I-75,I-75,Southbound,53,0.269,0.159,36.16,41.88526116304899,-83.38768064,41.45988775141917,-83.62240099,Yes
15,292,b7fa587a-2abd-42dc-beb0-87280922f18e,2024-01-13T00:28:55.000Z,2024-01-13T01:03:54.000Z,US-23,US-23,Southbound,35,0.028,1.063,46.87,42.35101971721966,-83.74715995,41.73013607,-83.68928413,Yes
16,407,86ea8223-b314-4490-8da6-7cfa64537c2c,2024-01-12T21:45:37.000Z,2024-01-12T21:55:48.000Z,"I-75  Exit 192 / I-475  Exits 1A,1B,2 / OH-25 Dixie Hwy",US-23  Exit 25 / Main St / Plank Rd,Northbound,10,0,0.506,39.37,41.53273,-83.63403,42.05873218749334,-83.67002136,Yes
17,149,8ca600ec-4bc9-4c96-aec9-72640c22d94e,2024-01-12T23:35:40.000Z,2024-01-12T23:49:41.000Z,"I-94  Exits 180A,180A-B,180B / US-23  Exit 35",US-23 / CR-24 Dorr St / Dorr St,Southbound,14,0.386,0.011,38.96,42.22859950684944,-83.68566999,41.68046764407699,-83.69463978,Yes
18,41,0013ee0d-e7f4-4045-b5c7-d08d844d0f0d,2024-01-12T20:41:41.000Z,2024-01-12T20:59:46.000Z,I-475,US-23,Northbound,18,0.821,0.636,37.13,41.53279010042594,-83.65814311,42.04520185063387,-83.66957108,Yes
19,323,5b22ae92-115b-462a-94a3-7eeb0a459b5c,2024-01-12T23:15:47.000Z,2024-01-12T23:48:51.000Z,I-80,I-80  Exit 52 / OH-2 Airport Hwy,Eastbound,33,1.077,0.609,44.39,41.61717303,-84.65636003,41.60169998375324,-83.80727995,Yes
20,154,c44bef28-f87e-4e18-8beb-74cc9a0dbd43,2024-01-12T23:46:39.000Z,2024-01-13T00:03:54.000Z,I-80,I-80,Eastbound,17,0,0.442,42.03,41.61638762,-84.63573919,41.60099641284261,-83.83381393,Yes
21,185,0c5a1c69-ca9c-4690-8451-e88a70a42923,2024-01-12T20:16:34.000Z,2024-01-12T20:39:41.000Z,I-75  Exit 9 / Otter Creek Rd,I-75,Southbound,23,0.085,0.756,24.66,41.84206151387229,-83.42115897,41.56825566,-83.58248508,Yes
22,73,01749b27-5af8-42cd-860e-8e59731d5ea4,2024-01-12T19:09:38.000Z,2024-01-12T20:20:42.000Z,I-80,I-80,Westbound,71,0.772,1.046,16.1,41.59102980593724,-84.17814828,41.60720653620169,-84.48203677,Yes
23,512,5abecb0c-35bb-4141-8a17-7bd9632c3a45,2024-01-12T23:06:44.000Z,2024-01-13T00:08:56.000Z,I-80,I-80  Exit 13 / US-20-ALT,Westbound,62,0.574,0.908,29.3,41.59800013260907,-83.98252762,41.61349000162261,-84.54244001,Yes
24,41,2b3e5dad-569f-4993-b16e-a0e000958dd0,2024-01-12T20:12:32.000Z,2024-01-12T20:47:41.000Z,I-475,US-23,Northbound,35,0.671,0.318,24.76,41.53278,-83.65543011,41.86733423037678,-83.66098418,Yes
25,565,b3d9eb14-b301-42cd-a658-b137c10f3a6f,2024-01-12T20:48:54.000Z,2024-01-12T20:50:37.000Z,I-75,I-75  Exit 202B / Collingwood Blvd / Norwood Ave,Southbound,2,0.135,0.217,20.89,41.88607197281517,-83.38688562,41.65689387897332,-83.55971232,No
