,BottleneckSummaryIndex,Id,StartDate,EndDate,FromIntersectionName,ToIntersectionName,Direction,MaxDurationMinutes,StartSegmentOffsetMiles,EndSegmentOffsetMiles,MaxLengthMiles,FromPointLat,FromPointLon,ToPointLat,ToPointLon,label
0,70,fdfbc0d8-f48d-4f63-81b1-e53a12303aee,2023-12-20T22:13:41.000Z,2023-12-20T23:01:59.000Z,"I-71  Exits 17,17A,17B / I-275  Exits 49,49A,49B",I-71  Exit 8 / Highland Ave,Southbound,48,0.519,0.534,8.79,39.27525,-84.34531,39.17075648369282,-84.41184615,Yes
1,4,113f560e-b98e-4113-8b83-400b9a828061,2023-12-20T23:10:42.000Z,2023-12-20T23:27:46.000Z,"I-75  Exits 3,4 / I-74 / US-52 Hopple St",I-71  Exit 189 / KY-1072 Kyles Ln / KY-1072,Southbound,17,0.427,0.591,4.78,39.12759240526658,-84.53452825,39.06340169872408,-84.5232565,Yes
2,4,9101c932-31f6-4ada-b129-725ece022aaf,2023-12-20T21:18:46.000Z,2023-12-20T23:34:47.000Z,"I-75  Exits 2,2B / Winchell Ave / Western Hills Viad",I-71  Exit 189 / KY-1072 Kyles Ln / KY-1072,Southbound,136,0.47,1.025,5.17,39.12671,-84.53492,39.06083645789604,-84.5303142,Yes
3,46,8e1cd244-45f1-4c2f-8c39-c84c4d804e3b,2023-12-20T20:50:03.000Z,2023-12-20T23:00:03.000Z,"I-71  Exits 3,3A-B / Essex Pl / William Howard Taft Rd",I-71  Exit 189 / KY-1072 Kyles Ln / KY-1072,Southbound,130,0.263,0.735,6.25,39.13619228367262,-84.49167255,39.06201103404371,-84.52527295,Yes
4,74,6303798c-fe50-43bb-a842-7085d3079fbc,2023-12-20T21:41:57.000Z,2023-12-20T21:58:44.000Z,I-75  Exit 51 / Edwin C Moses Blvd,I-75  Exit 56 / Stanley Ave,Northbound,17,0.157,0.187,3.61,39.73373517714948,-84.20497906,39.77931235775214,-84.18541233,Yes
5,5,93a36ec7-6edd-4fc1-93fd-0fe339c0130c,2023-12-20T23:27:46.000Z,2023-12-21T00:10:49.000Z,"I-75  Exits 3,4 / I-74 / US-52 Hopple St","I-71  Exits 191,192 / KY-8 5th St / Bullock St",Southbound,43,0.128,0.133,2.8,39.131700012959136,-84.53277555,39.09496973053394,-84.52238001,Yes
6,84,e365908b-06b0-4a1c-aeb9-fb2ab187a68c,2023-12-20T21:32:43.000Z,2023-12-20T22:20:04.000Z,"I-71  Exits 17,17A,17B / I-275  Exits 49,49A,49B",I-71  Exit 10 / Stewart Rd / Stewart Ave,Southbound,47,0.013,0.632,6.63,39.271738140334215,-84.3502325,39.186509639916615,-84.39182056,Yes
7,5,2cdd9ef9-b91c-4313-8970-54ce802f0da3,2023-12-20T19:43:40.000Z,2023-12-20T20:58:42.000Z,"I-75  Exits 3,4 / I-74 / US-52 Hopple St","I-71  Exits 191,192 / KY-8 5th St / Bullock St",Southbound,75,0.256,0.324,2.87,39.12958756171544,-84.53348376,39.09220956,-84.52252003,Yes
8,94,1c405f21-8811-4e45-9b9f-b0ebfd0ff85c,2023-12-20T21:19:00.000Z,2023-12-20T22:46:18.000Z,"I-90  Exits 176,177 / 72nd St / Marginal Rd",I-90  Exit 171 / 14th St / Fairfield Ave,Westbound,87,0.289,0.046,3.62,41.53486058274797,-81.64581726,41.49647206626531,-81.67732592,Yes
9,5,0b5fb22b-5b40-4fcc-8db2-88d277cb8de0,2023-12-20T23:12:43.000Z,2023-12-20T23:17:47.000Z,"I-75  Exits 2,2B / Winchell Ave / Western Hills Viad","I-71  Exits 191,192 / KY-8 5th St / Bullock St",Southbound,5,0.233,0.527,2.62,39.12337989448778,-84.53557,39.09107740221266,-84.52258934,No
