,BottleneckSummaryIndex,Id,StartDate,EndDate,FromIntersectionName,ToIntersectionName,Direction,MaxDurationMinutes,StartSegmentOffsetMiles,EndSegmentOffsetMiles,MaxLengthMiles,FromPointLat,FromPointLon,ToPointLat,ToPointLon,label,OverlapSecond
40,1114,973513b6-ba23-4370-a470-64840fc1e41f,2022-12-24T16:20:25.000Z,2022-12-24T19:55:04.000Z,Cleveland Ave / OH-710 Schrock Rd / Schrock Rd,OH-3 Cleveland Ave / Gibbard Ave,Southbound,215,0,0.702,9.12,40.10887,-82.94935,39.98528381,-82.98923817,Yes,
41,644,be25a38e-47a5-4195-9d8d-66303e73a643,2022-12-24T21:57:14.000Z,2022-12-24T23:11:57.000Z,Cleveland Ave / OH-710 Schrock Rd / Schrock Rd,11th Ave / OH-3 Cleveland Ave,Southbound,75,0.029,0.124,8.3,40.10844841,-82.9493701,39.99371972,-82.98168029,Yes,
42,101,ffbcd9c3-902c-4dc5-bcf5-947a24520623,2022-12-24T06:14:15.000Z,2022-12-24T07:00:35.000Z,"I-70  Exits 101A,101B / I-71  Exits 107,108A / Parsons Ave",I-70,Eastbound,46,0.09,0.159,20.35,39.95385007,-82.99194964,39.94626155,-82.63369577,Yes,
43,2921,1ae3012c-0115-475f-9d02-cf83d4362cec,2022-12-24T19:55:04.000Z,2022-12-24T22:02:25.000Z,Cleveland Ave / OH-710 Schrock Rd / Schrock Rd,OH-3 Cleveland Ave / 3rd Ave,Southbound,127,0,0.762,9.18,40.10887,-82.94935,39.98428157,-82.98931551,Yes,
44,3165,10703a43-ccba-4cd2-b24c-deeb3bdce708,2022-12-24T19:18:56.000Z,2022-12-24T19:43:10.000Z,OH-3 State St / Club Dr,OH-3 Cleveland Ave / Bonham Ave,Westbound,24,0.022,0.048,8.32,40.10218701,-82.92510019,39.99279,-82.98268,Yes,
45,1314,1ba5df7c-4d66-4278-9209-189583c58847,2022-12-24T04:43:13.000Z,2022-12-24T05:37:58.000Z,I-71,I-71  Exit 32 / OH-123,Southbound,55,0.526,0.252,10.47,39.47990284,-83.9569709,39.41457078,-84.1301953,Yes,
46,2090,63720c27-5e69-48be-81f9-47a1dfe70648,2022-12-23T16:43:26.000Z,2022-12-24T06:02:11.000Z,I-75  Exit 74 / OH-41 Main St,I-75  Exit 104 / OH-219 Botkins Rd / CR-22 Botkins Rd,Northbound,799,0,0.464,28.64,40.07257874,-84.23318041,40.47086164,-84.16915,Yes,
47,50,80e634e9-902b-44e3-a29c-23f83e3f89b7,2022-12-24T16:03:04.000Z,2022-12-24T16:25:07.000Z,"I-270  Exits 41-43,43A-B-41 / I-70  Exits 108,108A-B / US-40 Main St",I-70,Westbound,22,0.234,0.438,16.91,39.93384002,-82.8469903,39.97696001,-83.13373023,Yes,
48,50,4a35fd76-ec75-4b70-8c7b-4b351f22666d,2022-12-24T16:05:06.000Z,2022-12-24T16:07:16.000Z,"I-270  Exits 41-43,43A-B-41 / I-70  Exits 108,108A-B / US-40 Main St",I-70,Westbound,2,0.234,0.117,16.59,39.93384002,-82.8469903,39.97679337,-83.12711128,No,130
49,50,ae581c6c-77f1-47b8-bb76-340e4f2862e0,2022-12-24T04:01:19.000Z,2022-12-24T04:24:54.000Z,"I-270  Exits 41-43,43A-B-41 / I-70  Exits 108,108A-B / US-40 Main St",I-70,Westbound,24,0.669,0.035,15.71,39.9343,-82.85518,39.97659371,-83.1190327,No,1415
50,3685,acb7f37c-f4ba-4d18-b9a0-8b13b78d7786,2022-12-24T14:04:54.000Z,2022-12-24T17:17:52.000Z,I-90,I-90  Exit 174B / OH-2  Exit 196B,Eastbound,193,0.161,0.099,15.74,41.46805086,-81.92395741,41.51612148,-81.6748296,Yes,
51,52,bc02155f-17e2-4e89-bf2b-b20d90fd4808,2022-12-24T21:39:59.000Z,2022-12-24T22:03:13.000Z,"I-70  Exits 101A,101B / I-71  Exits 107,108A / Parsons Ave",I-71,Northbound,23,0.178,0,16.71,39.95419591,-82.98695669,40.18124621,-82.94971458,Yes,
52,1605,5f34145d-1677-41e2-8cd1-50307e12e053,2022-12-24T07:43:11.000Z,2022-12-24T08:00:48.000Z,I-75,"I-75  Exits 54A,54B / OH-4 / OH-48 Main St",Southbound,18,1.058,0,21.95,40.08343,-84.234,39.77867,-84.1857,Yes,
53,2946,a9700105-c3f3-4a71-a338-f6073685a8bc,2022-12-25T00:08:39.000Z,2022-12-25T00:31:56.000Z,I-270  Exit 27 / Cleveland Ave,OH-3 Cleveland Ave / 15th Ave,Southbound,23,0.18,0.066,7.46,40.10306233,-82.94968484,39.99873062,-82.97673836,Yes,
54,52,290c1680-1027-4383-9139-25f6934225d3,2022-12-24T15:55:05.000Z,2022-12-24T16:11:47.000Z,"I-70  Exits 101A,101B / I-71  Exits 107,108A / Parsons Ave",I-71,Northbound,17,0.103,0.986,16.82,39.95390006,-82.99169961,40.17869769,-82.95215938,Yes,
55,1029,10043f9f-984e-43d7-9fc4-81b8c2dc7d80,2022-12-24T18:26:18.000Z,2022-12-24T18:35:07.000Z,"I-70  Exits 100A,100B / Fulton St / US-33 3rd St",I-71  Exit 121 / Polaris Pkwy / OH-750,Northbound,9,0.482,0.257,12.9,39.95332,-83.00363,40.11810015,-82.97348994,Yes,
56,101,c81db87d-2c7e-47da-aa43-90585e38c5dd,2022-12-24T14:02:12.000Z,2022-12-24T14:10:00.000Z,I-70  Exit 102 / Mooberry St,I-70,Eastbound,8,0.252,0.885,21.62,39.95347088,-82.96222049,39.94397992,-82.57828802,Yes,
57,101,314f3d4b-f18e-42e0-bdf8-2daef9c74073,2022-12-24T14:28:54.000Z,2022-12-24T14:44:57.000Z,I-70  Exit 102 / Mooberry St,I-70,Eastbound,16,0.02,0.208,21.17,39.95353645,-82.96550036,39.94451308,-82.59151588,Yes,
58,101,8a8089bb-3478-437d-ba37-541ea2c91854,2022-12-24T14:24:44.000Z,2022-12-24T14:30:11.000Z,"I-70  Exits 103A,103B / Alum Creek Dr",I-70,Eastbound,5,0.478,0.543,19.36,39.93922275,-82.93812192,39.9442662,-82.58541166,Yes,
59,3165,da4a568f-15ca-468e-a28a-35421a2794d1,2022-12-24T23:38:04.000Z,2022-12-24T23:39:25.000Z,I-270  Exit 29 / OH-3 / OH-3 Westerville Rd,OH-3 Cleveland Ave / Bonham Ave,Westbound,1,0.095,0.048,8.09,40.09886,-82.9253,39.99279,-82.98268,Yes,
60,3296,ed8a5963-6b6a-4762-827a-7209dde24291,2022-12-24T23:13:44.000Z,2022-12-25T00:40:57.000Z,Cleveland Ave,OH-3 Cleveland Ave / Camden Ave,Southbound,87,0.192,0.124,7.06,40.08775603,-82.95087184,39.99173481,-82.98378226,Yes,
61,3202,992b3c25-03cd-4f30-b8a3-577eee7fec26,2022-12-24T08:04:11.000Z,2022-12-24T08:41:34.000Z,I-71,"I-71  Exits 17,17A,17B / I-275  Exits 49,49A,49B",Southbound,37,0.149,0.519,22.24,39.45025056,-84.01985717,39.27525,-84.34531,Yes,
62,50,37885b30-916c-4ea9-949d-ca37cdb2fcfa,2022-12-24T04:58:00.000Z,2022-12-24T05:29:25.000Z,"I-70  Exits 101A,101B / I-71  Exits 107,108A / Parsons Ave",I-70,Westbound,31,0.047,0.504,20.17,39.95435783,-82.98911603,39.95895353,-83.34900085,Yes,
63,50,f433c972-8ae8-4335-8ca6-1e80844ab238,2022-12-24T07:22:44.000Z,2022-12-24T07:44:51.000Z,I-70  Exit 38 / OH-201 Brandt Pike,I-70,Westbound,22,0.2,0.399,22.64,39.86776528,-84.09932078,39.83777082,-84.51309236,Yes,
64,2074,8a679129-6054-4b2d-bca3-c183b2f603d0,2022-12-24T18:11:24.000Z,2022-12-24T20:45:04.000Z,OH-3 Cleveland Ave / Camden Ave,I-270  Exit 29 / OH-3 / OH-3 Westerville Rd,Eastbound,154,0.577,0,8.47,39.99075455,-82.9847486,40.10251,-82.9249,Yes,
65,50,eafb9671-0c66-4a65-a50e-9bccdeabde26,2022-12-24T15:02:07.000Z,2022-12-24T15:14:01.000Z,"I-270  Exits 41-43,43A-B-41 / I-70  Exits 108,108A-B / US-40 Main St",I-70,Westbound,12,0.234,0.068,16.18,39.93384002,-82.8469903,39.97660475,-83.11947985,Yes,
66,142,143415ed-f6dd-49b5-8d59-1401f56e63d2,2022-12-24T22:10:28.000Z,2022-12-24T22:18:04.000Z,"I-70  Exits 101A,101B / I-71  Exits 107,108A / Parsons Ave","I-71  Exits 119,119A,119B / I-270  Exit 26",Northbound,8,0.178,0.462,9.98,39.95419591,-82.98695669,40.09119003,-82.98687,Yes,
67,2749,f0f6693b-22f8-4aee-8067-d7d75d26936a,2022-12-24T21:19:29.000Z,2022-12-24T21:58:31.000Z,OH-3 Cleveland Ave,I-270  Exit 27 / Cleveland Ave,Northbound,39,0.211,0,7.12,40.00668026,-82.97167985,40.10608384,-82.94948943,Yes,
68,4260,96ae3c53-720d-447a-b796-c3a0a728254b,2022-12-24T03:38:10.000Z,2022-12-24T05:06:50.000Z,I-71,I-71  Exit 25 / OH-741 / OH-741 Kings Mills Rd,Southbound,89,0.794,1.433,15.13,39.45321885,-84.01020803,39.36049115,-84.26065908,Yes,
69,101,561cdbed-5457-4dde-b9a5-b19d1e242720,2022-12-24T13:05:08.000Z,2022-12-24T13:15:10.000Z,"I-70  Exits 101A,101B / I-71  Exits 107,108A / Parsons Ave",I-70,Eastbound,10,0.059,0.973,19.86,39.9541433,-82.98904763,39.94661781,-82.6415994,Yes,
70,102,7f5377ca-eaad-4021-913e-e0fc05a4329f,2022-12-24T03:40:09.000Z,2022-12-24T04:40:37.000Z,OH-95-TRUCK,US-23,Southbound,60,0.426,0.409,18.51,40.58579151,-83.07882537,40.3191999,-83.06935995,Yes,
71,1451,55deece3-82cf-4d6f-bfa8-bdde0f327946,2022-12-24T23:11:23.000Z,2022-12-24T23:11:57.000Z,Cleveland Ave,OH-3 Cleveland Ave / Bonham Ave,Southbound,1,0.124,0.047,7,40.08885244,-82.950801,39.99279,-82.98268,Yes,
72,101,aee05a26-cb0f-442b-819c-d3883f4f17f3,2022-12-24T08:30:31.000Z,2022-12-24T10:02:29.000Z,I-70  Exit 105A / US-33 College Ave,I-70,Eastbound,92,1.005,1.04,19.33,39.9322,-82.93122,39.94395444,-82.57766922,Yes,
73,1029,6fa4c60a-c6e3-4309-8fb3-74f6f606d62d,2022-12-24T16:51:21.000Z,2022-12-24T17:23:00.000Z,"I-70  Exits 101A,101B / I-71  Exits 107,108A / Parsons Ave",I-71  Exit 121 / Polaris Pkwy / OH-750,Northbound,32,0,0.402,12.3,39.95407,-82.98988,40.12014026,-82.97286994,Yes,
74,134,b5597798-42da-4e32-a6f5-87c0078298bf,2022-12-24T16:23:57.000Z,2022-12-24T16:27:49.000Z,US-35 / OH-835,US-35,Eastbound,4,0.384,0.564,21.31,39.7264288,-84.06744146,39.66818606,-83.72351153,Yes,
75,1029,61ebe934-5658-4267-b788-02aafeaf5958,2022-12-24T23:05:01.000Z,2022-12-24T23:39:25.000Z,"I-70  Exits 100A,100B / Fulton St / US-33 3rd St",I-71  Exit 121 / Polaris Pkwy / OH-750,Northbound,34,0.123,0.175,12.53,39.9529901,-82.99834906,40.11681047,-82.97396607,No,2064
76,1029,08b38eb5-207f-4e89-bade-908b7c47f1a4,2022-12-24T17:41:24.000Z,2022-12-24T17:45:31.000Z,"I-70  Exits 100A,100B / Fulton St / US-33 3rd St",I-71  Exit 121 / Polaris Pkwy / OH-750,Northbound,4,0.343,0.621,12.76,39.95346055,-82.99442507,40.12328001,-82.97225,No,247
77,703,fe485406-1fd7-44d8-9e6d-ce8ca2a6d99f,2022-12-24T04:31:35.000Z,2022-12-24T05:22:42.000Z,I-80,I-80,Westbound,51,0.677,0.661,15.27,41.35007134,-82.84120504,41.40518238,-83.12550101,Yes,
78,1451,aa29a13e-e52a-4229-a4ad-c9fa2a5bc843,2022-12-24T15:27:38.000Z,2022-12-24T15:56:29.000Z,Cleveland Ave,OH-3 Cleveland Ave / Bonham Ave,Southbound,29,0.299,0.047,5.83,40.0717878,-82.95207143,39.99279,-82.98268,Yes,
79,2422,b2cdbf75-8d85-499d-850c-45a099dcf113,2022-12-24T23:02:03.000Z,2022-12-24T23:39:26.000Z,I-270,I-270  Exit 5 / Georgesville Rd,Northbound,37,0,1.269,25.56,40.03316,-82.90347,39.91914804,-83.11492851,Yes,
80,2074,f45c2ecf-db20-462b-97de-38e3eb6745ae,2022-12-24T17:50:15.000Z,2022-12-24T18:09:39.000Z,OH-3 Cleveland Ave / Bonham Ave,I-270  Exit 29 / OH-3 / OH-3 Westerville Rd,Eastbound,19,0.701,0,7.99,39.99279,-82.98268,40.09745,-82.92521,Yes,
81,4181,377d7f32-1281-44ca-859f-2eadb2d39260,2022-12-24T03:27:01.000Z,2022-12-24T04:25:50.000Z,US-35,US-35 / OH-753,Westbound,59,0.403,1.26,19.75,39.38581193,-83.0809312,39.51455729,-83.40337135,Yes,
82,50,08b3b7e1-2310-472b-84f9-ab9032eb280e,2022-12-24T16:18:04.000Z,2022-12-24T16:47:55.000Z,I-70  Exit 95 / Hague Ave,I-70,Westbound,30,0.596,0.774,16.22,39.97423385,-83.09230502,39.95306166,-83.39204957,Yes,
83,1029,18c8c6a1-f5d5-4c6a-bcab-5ff0bc5fa596,2022-12-24T12:09:31.000Z,2022-12-24T13:09:06.000Z,"I-70  Exits 100A,100B / Fulton St / US-33 3rd St",I-71  Exit 121 / Polaris Pkwy / OH-750,Northbound,60,0.123,0.402,12.76,39.9529901,-82.99834906,40.12014026,-82.97286994,Yes,
84,5762,1bf9f77e-73cb-47be-886c-0c2865ccce70,2022-12-24T06:36:21.000Z,2022-12-24T07:26:01.000Z,"I-70  Exits 52A,52B / US-68",I-70  Exit 29 / OH-48 Main St / Rockridge Rd,Westbound,50,0.102,0,21.18,39.89510991,-83.86099116,39.8642595,-84.24934546,Yes,
85,2422,12c158a5-4033-4a5d-addf-79d5157f73d5,2022-12-24T23:38:04.000Z,2022-12-24T23:41:08.000Z,I-270,I-270  Exit 5 / Georgesville Rd,Northbound,3,0,1.269,25.56,40.03316,-82.90347,39.91914804,-83.11492851,Yes,
86,50,6fc1f48e-3693-4a57-ba4a-df5655d62d23,2022-12-24T17:03:28.000Z,2022-12-24T19:44:25.000Z,"OH-315  Exit 106A / I-71  Exits 99A,99B / I-70  Exits 99A,99B,99C",I-70,Westbound,161,0.21,0.789,16.5,39.94952995,-83.02542025,39.96245276,-83.31683534,Yes,
87,52,6af638d4-2d3b-4ad6-849b-6d76ea6e34e7,2022-12-24T18:32:28.000Z,2022-12-24T18:40:05.000Z,"I-71  Exits 109A,109B,110A / I-670  Exits 4A,4A-B,4B,4C,5,5A-5B / Goodale St",I-71,Northbound,8,0.538,0.472,17.05,39.97053001,-82.9836,40.2006745,-82.93305843,No,457
88,280,32e1f0e4-08fe-449d-951b-06f3a127a65b,2022-12-24T22:19:18.000Z,2022-12-25T04:56:37.000Z,"I-71  Exits 119,119A,119B / I-270  Exit 26","I-70  Exits 101A,101B / I-71  Exits 107,108A / Parsons Ave",Southbound,397,0.188,0.173,11.34,40.11505351,-82.97504439,39.95835,-82.98301,Yes,
89,280,cf567fa9-8465-48f7-9cb3-16cd43c610b1,2022-12-24T11:33:15.000Z,2022-12-24T12:22:58.000Z,I-71  Exit 121 / Polaris Pkwy / OH-750,"I-70  Exits 101A,101B / I-71  Exits 107,108A / Parsons Ave",Southbound,50,0.447,0.173,12.38,40.1307395,-82.97194927,39.95835,-82.98301,Yes,
90,52,a71e54ee-3db9-47f5-96ef-1f632d8ce013,2022-12-24T06:31:41.000Z,2022-12-24T07:55:29.000Z,I-71,I-71,Northbound,84,1.052,0.726,19.28,39.35461004,-84.26614996,39.48072294,-83.95460412,Yes,
