,BottleneckSummaryIndex,Id,StartDate,EndDate,FromIntersectionName,ToIntersectionName,Direction,MaxDurationMinutes,StartSegmentOffsetMiles,EndSegmentOffsetMiles,MaxLengthMiles,FromPointLat,FromPointLon,ToPointLat,ToPointLon,label
0,62,eda81d33-4ae7-4c32-9d60-106dda5b9483,2024-01-16T11:48:08.000Z,2024-01-16T13:40:03.000Z,I-90,I-90  Exit 175 / 55th St / Marginal Rd,Eastbound,112,0.436,0.69,27.66,41.41666543690799,-82.09072926,41.52725860458351,-81.65732327,Yes
1,15,3d4477ee-e6c1-4d59-ae93-04a4733d477b,2024-01-16T13:42:13.000Z,2024-01-16T13:46:11.000Z,I-90,I-90  Exit 178 / Eddy Rd,Eastbound,4,0.445,0.222,23.56,41.46424998870762,-82.00877913,41.54162036349187,-81.62336831,Yes
2,255,d467ddf0-7c95-4347-8c69-02fc0ebc8746,2024-01-16T13:06:09.000Z,2024-01-16T13:10:12.000Z,I-77  Exit 133 / Ridgewood Rd / Miller Rd,"I-90  Exits 171,172A,172C / I-77  Exit 162B / OH-10 Carnegie Ave",Northbound,4,0,0.244,29.06,41.11648,-81.61499,41.49243774604962,-81.67557357,Yes
3,333,ae2e6829-0878-452f-8acf-bd2e543bf692,2024-01-16T12:37:11.000Z,2024-01-16T13:07:15.000Z,I-77  Exit 133 / Ridgewood Rd / Miller Rd,I-77  Exit 161B / I-490,Northbound,30,0.095,0.225,27.37,41.11723003959804,-81.61652009,41.47533,-81.66027,Yes
4,15,8e64466a-f71d-41f4-8457-9c3181190e13,2024-01-16T13:38:06.000Z,2024-01-16T13:56:19.000Z,I-90  Exit 161 / OH-2 Detroit Rd / OH-254 Detroit Rd,I-90  Exit 178 / Eddy Rd,Eastbound,18,0.582,0.753,15.72,41.47196800897725,-81.85102279,41.54538562556499,-81.61547311,Yes
5,473,3d998c07-7e8b-4521-aae4-de7dd4b8af2d,2024-01-16T13:52:18.000Z,2024-01-16T14:21:16.000Z,I-90,I-90  Exit 174B / OH-2  Exit 196B,Eastbound,29,0.957,0.258,19.87,41.46413981054649,-81.99945228,41.51823005,-81.6744999,Yes
6,28,2c8bc46a-c439-4062-8903-dd53c8ff4a07,2024-01-16T03:24:01.000Z,2024-01-16T04:30:12.000Z,I-77  Exit 185 / WV-14 Highland Ave / CR-3/2 Access Rd,I-77,Northbound,66,0.488,0.148,19.51,39.39755746919906,-81.4360095,39.66325725172451,-81.47187739,Yes
7,364,f4aa1113-adc1-4540-93e6-3055bb304a1b,2024-01-16T11:52:07.000Z,2024-01-16T13:23:00.000Z,I-80  Exit 151 / I-480  Exit 1 / OH-10,I-480  Exit 24 / Lee Rd / Mccracken Rd,Eastbound,91,0,0.285,23.08,41.38481,-81.98251,41.42460000661378,-81.56482874,Yes
8,28,7a0cb351-2ef7-4fee-ba6e-8b362ae25a13,2024-01-16T05:00:07.000Z,2024-01-16T05:57:18.000Z,I-77  Exit 179 / WV-68 Emerson Ave / WV-2 Emerson Ave,I-77,Northbound,57,0.51,0.794,20.38,39.31947957854916,-81.4729447,39.59011681991975,-81.46131057,Yes
9,21,5c538887-9aac-4d00-afc7-3c6e4719e627,2024-01-16T14:18:03.000Z,2024-01-16T15:41:54.000Z,I-90  Exit 155 / Nagel Rd / Avon Rd,I-90  Exit 173B / US-322 Chester Ave / 24th St,Eastbound,84,0.572,0.13,17.46,41.46848017235354,-81.97542212,41.502597523817926,-81.66974,Yes
10,47,c5651e4a-2b7a-4899-a4bd-4ab6af151a26,2024-01-16T13:18:05.000Z,2024-01-16T13:20:09.000Z,I-480  Exit 3 / Stearns Rd,"I-271  Exits 27A-B,27B / I-480  Exit 13A / US-422  Exit 13B",Eastbound,2,0.41,0.246,23.86,41.39691347756664,-81.94184566,41.42891960975836,-81.50678066,No
