,BottleneckSummaryIndex,Id,StartDate,EndDate,FromIntersectionName,ToIntersectionName,Direction,MaxDurationMinutes,StartSegmentOffsetMiles,EndSegmentOffsetMiles,MaxLengthMiles,FromPointLat,FromPointLon,ToPointLat,ToPointLon,label
0,33,197d903e-2bd5-4746-9cb6-4d256e9cba88,2024-03-23T06:05:16.000Z,2024-03-23T07:28:13.000Z,US-30 / CR-12,US-23 / Ch 121,Eastbound,83,0.272,0.538,27.84,40.82615587794046,-83.78266121,40.85808840758103,-83.27457081,Yes
1,21,2f1057a3-fa11-442c-97f7-7569d7d69e21,2024-03-23T08:09:15.000Z,2024-03-23T08:45:15.000Z,US-30,US-30 / US-68,Westbound,36,0.334,0.898,25.75,40.80729050617027,-83.20850227,40.82729048866347,-83.63666914,Yes
2,70,98184f99-27ab-4e58-a8d1-b5fe0a3fe2e6,2024-03-23T07:48:38.000Z,2024-03-23T08:23:40.000Z,I-480  Exit 24 / Lee Rd / Mccracken Rd,I-480  Exit 7 / Clague Rd,Westbound,35,0.112,0.739,16.38,41.42481999799758,-81.56128035,41.42489008809553,-81.86288493,Yes
3,57,1389769f-74b2-4357-bc92-89de52a82977,2024-03-23T07:42:34.000Z,2024-03-23T08:24:35.000Z,I-480  Exit 12 / OH-17 Brookpark Rd / 139th St,"I-271  Exits 27A-B,27B / I-480  Exit 13A / US-422  Exit 13B",Eastbound,42,0.146,0.246,15.42,41.42025004207671,-81.78901394,41.42891960975836,-81.50678066,Yes
4,37,4e8b58ca-6983-484f-a217-c12f0aa056c0,2024-03-23T08:18:41.000Z,2024-03-23T08:37:36.000Z,"I-271  Exits 27A-B,27B / I-480  Exit 13A / US-422  Exit 13B",I-90 / I-271,Northbound,19,0,0.558,13.02,41.42487,-81.50831,41.59278554392191,-81.4465786,Yes
5,116,b131e6ed-ab90-4e0e-a4d1-b07086a284ee,2024-03-23T07:12:16.000Z,2024-03-23T07:50:13.000Z,US-23 / Wyandot Ave / US-30-BR Wyandot Ave,OH-15 / Th 95,Westbound,38,0.317,0.157,13.87,40.83214623421644,-83.2382548,40.951032520210056,-83.4257587,Yes
6,25,8af7ea65-5e1a-4a73-b63f-0ce7d88ade01,2024-03-23T07:28:13.000Z,2024-03-23T08:15:14.000Z,US-23 / Th 44,US-23 / Ch 72,Southbound,47,0.149,0.642,13.59,40.86822602199226,-83.3265732,40.73384072,-83.2030169,Yes
7,144,c34d9d35-7053-4110-b382-edea96b238f2,2024-03-23T07:55:16.000Z,2024-03-23T08:12:13.000Z,US-30,US-30 / Ch 81,Westbound,17,0,0.454,16.32,40.80739986,-83.20246585,40.82491121745774,-83.45241597,Yes
8,65,853773b2-a1f9-4543-9790-cd1d0a732f1e,2024-03-23T07:17:33.000Z,2024-03-23T08:23:40.000Z,I-80  Exit 161 / I-71  Exit 233,I-80,Westbound,66,0.149,0.808,14.36,41.333410405747344,-81.81811179,41.38532001475124,-82.07315003,Yes
9,47,30f443e1-2023-4b60-a994-32237a3ee5f0,2024-03-23T08:49:34.000Z,2024-03-23T09:26:34.000Z,OH-11 / US-20 Ridge Rd / Eureka Rd,OH-11,Southbound,37,0.1,0.301,10.77,41.871169865153895,-80.76130002,41.72850477970664,-80.70750469,Yes
