,BottleneckSummaryIndex,Id,StartDate,EndDate,FromIntersectionName,ToIntersectionName,Direction,MaxDurationMinutes,StartSegmentOffsetMiles,EndSegmentOffsetMiles,MaxLengthMiles,FromPointLat,FromPointLon,ToPointLat,ToPointLon,label
0,13,32510360-479c-4aff-b3b0-0d22de012264,2023-11-28T09:49:57.000Z,2023-11-28T10:22:59.000Z,I-90  Exit 173B / US-322 Chester Ave / 24th St,I-90,Eastbound,33,0.147,0.25,76.72,41.50599223096752,-81.67065741,41.94500339116062,-80.40153572,Yes
1,13,02ff262c-9316-4e85-8224-49668b4e5508,2023-11-28T10:19:04.000Z,2023-11-28T10:39:59.000Z,I-90  Exit 171 / 14th St / Fairfield Ave,I-90,Eastbound,21,0.52,0.157,67.06,41.49155351,-81.68717742,41.90632748837215,-80.60529032,Yes
2,217,23b5c630-1922-4689-902c-36136a324e3d,2023-11-28T12:49:09.000Z,2023-11-28T12:52:16.000Z,I-90  Exit 182A / Villaview Rd,I-80 / I-90,Westbound,3,0.245,0.463,39.18,41.57944989216424,-81.54416028,41.39161988579088,-82.16069008,Yes
3,332,534a054d-1237-4996-9a0b-8d7371a5ba14,2023-11-28T12:55:14.000Z,2023-11-28T13:03:11.000Z,I-90  Exit 182A / 185th St / Waterloo Rd,I-90 / OH-2,Westbound,8,0.128,0.799,37.2,41.57720998427148,-81.55132003,41.40363136120387,-82.13830146,Yes
4,13,d63d82a8-a614-426b-8f1f-72d8d8efb0fd,2023-11-28T11:13:01.000Z,2023-11-28T11:38:03.000Z,I-90,I-90,Eastbound,25,0.998,0,56.16,41.59050213380878,-81.45701505,41.94007662,-80.51336742,Yes
5,13,9ebb2c5f-2745-42a5-b0a4-5013256388dc,2023-11-28T10:14:56.000Z,2023-11-28T10:49:02.000Z,I-90  Exit 195 / OH-615 Center St,I-90,Eastbound,34,0.256,0.386,51.55,41.645832017086285,-81.34083291,41.94306924426793,-80.46018692,Yes
6,57,68c7c5ad-7804-43c4-b5b8-5608fb5f7912,2023-11-28T13:32:15.000Z,2023-11-28T14:34:59.000Z,I-90  Exit 182A / 185th St / Waterloo Rd,I-90,Westbound,63,0.465,0.175,29.84,41.57270626,-81.56100282,41.46368163798951,-82.05418394,Yes
7,196,b59c5ab5-e25f-4708-bdaa-65331c4e5500,2023-11-28T10:42:57.000Z,2023-11-28T11:16:01.000Z,I-90 / OH-2,"I-90  Exit 228 / OH-11  Exits 94A,94B",Eastbound,33,0.12,0.289,42.72,41.60401477632473,-81.49761647,41.82787502797832,-80.77984966,Yes
8,57,4b152bb9-e731-45e8-b789-20f8189f1949,2023-11-28T03:28:59.000Z,2023-11-28T04:27:54.000Z,I-90  Exit 29 / PA-8 Wattsburg Rd / PA-8,I-90,Westbound,59,0,0.789,41.15,42.09544,-80.00207,41.84848717388979,-80.70622067,Yes
9,13,bd35d16d-6fbe-404c-a3f3-7d278eaf470a,2023-11-28T08:37:54.000Z,2023-11-28T09:17:04.000Z,"I-90  Exits 183,184A / Lakeland Blvd",I-90,Eastbound,39,0.249,0.233,39.27,41.59130349755801,-81.51962016,41.78690064059269,-80.85485889,Yes
10,307,0b97ade6-60df-49c8-a042-6ba5efa02e09,2023-11-28T12:06:01.000Z,2023-11-28T12:13:01.000Z,I-480  Exit 36 / OH-82 Aurora Rd,I-80  Exit 151 / I-480  Exit 1 / OH-10,Westbound,7,0.413,0.354,34.13,41.31785009736083,-81.4594202,41.38598295450572,-81.98146156,Yes
11,25,859105e0-e96b-472a-aed3-c9e8438ba1da,2023-11-28T12:58:10.000Z,2023-11-28T15:34:08.000Z,I-271,I-90 / I-271,Northbound,156,0.814,0.107,22.83,41.28135160548985,-81.52889356,41.58679113423432,-81.44779585,Yes
