,BottleneckSummaryIndex,Id,StartDate,EndDate,FromIntersectionName,ToIntersectionName,Direction,MaxDurationMinutes,StartSegmentOffsetMiles,EndSegmentOffsetMiles,MaxLengthMiles,FromPointLat,FromPointLon,ToPointLat,ToPointLon,label
0,85,bb81ecfb-3d46-4d7d-b041-0bdc10f8efa9,2024-02-17T03:39:20.000Z,2024-02-17T05:08:33.000Z,Jewett Rd / OH-315 Olentangy River Rd,"I-71  Exits 99A,99B,106 / I-70  Exits 99A,99C / OH-315",Southbound,89,1.008,0.044,14.1,40.14766,-83.04269,39.95342897033338,-83.01790102,Yes
1,13,7e33011e-3ddf-421d-848c-33e61632a665,2024-02-17T15:28:44.000Z,2024-02-17T16:07:59.000Z,US-422 / OH-306 Chillicothe Rd,US-422 Chagrin Blvd / Stratton Rd,Westbound,39,0.331,0.123,13.38,41.38801011684134,-81.34112094,41.46451,-81.51928629,Yes
2,42,1ef698bb-aa23-4594-8d25-c7621ecc800f,2024-02-17T14:51:43.000Z,2024-02-17T16:16:45.000Z,I-480  Exit 16 / OH-94 State Rd,"I-271  Exits 27A-B,27B / I-480  Exit 13A / US-422  Exit 13B",Eastbound,85,0,0.246,10.93,41.42116,-81.7046,41.42891960975836,-81.50678066,Yes
3,354,d4eda873-3419-4831-b2c8-ff4819f9ab14,2024-02-17T09:47:40.000Z,2024-02-17T10:57:43.000Z,I-80,I-80  Exit 173 / I-77  Exit 146 / OH-21,Eastbound,70,0.407,0.514,13.73,41.35047583458655,-81.8660784,41.27320684,-81.62828567,Yes
4,12,50219753-9468-4325-98da-652f90a20d4b,2024-02-17T05:13:51.000Z,2024-02-17T05:30:41.000Z,I-71 / I-90 / I-90,I-90  Exit 178 / Eddy Rd,Eastbound,17,0.151,0,5.7,41.48118028,-81.69247994,41.53906,-81.63455,Yes
5,96,e1f7c553-c5e3-4f38-8ffd-b06652df7fe7,2024-02-17T04:15:44.000Z,2024-02-17T04:35:41.000Z,I-90  Exit 178 / Eddy Rd,I-90  Exit 185 / OH-2  Exit 207,Eastbound,20,0.147,0.152,6.37,41.55383101410343,-81.59766442,41.60423168785682,-81.49762723,Yes
6,12,11a6d6e6-6e87-4263-8fd8-bf2c64b73b97,2024-02-17T04:40:44.000Z,2024-02-17T05:07:43.000Z,I-71 / I-90 / I-90,I-90  Exit 178 / Eddy Rd,Eastbound,27,0.533,0.257,6.11,41.47903,-81.69299,41.53912283,-81.62990522,Yes
7,113,7d4a7ade-03ae-4f8d-8952-fcab6613c4fd,2024-02-17T04:35:41.000Z,2024-02-17T04:40:44.000Z,"I-90  Exits 176,177 / 72nd St / Marginal Rd",I-90  Exit 182A / 185th St / Waterloo Rd,Eastbound,5,0.172,0.257,4.11,41.53909,-81.63138144,41.57074589414172,-81.56693201,Yes
8,218,3316e922-335c-43de-a5cd-b2cb66dd7eb2,2024-02-17T05:18:50.000Z,2024-02-17T05:24:42.000Z,"I-90  Exits 176,177 / 72nd St / Marginal Rd",I-90 / OH-2,Eastbound,6,0.065,0.155,8.18,41.53906,-81.63513027,41.60078024993965,-81.50377956,Yes
9,84,954146e3-4651-4203-9458-b3df9fd971eb,2024-02-17T17:16:24.000Z,2024-02-17T17:26:23.000Z,I-70,I-70,Westbound,10,0.604,0.143,14.36,39.82879147302608,-84.77455036,39.85960197324564,-85.02264613,Yes
10,253,94cccbcb-9bbd-4f87-b5d9-1d6e49e39432,2024-02-17T11:38:38.000Z,2024-02-17T11:51:41.000Z,I-90 / I-90 / I-71,I-90  Exit 164 / Marginal Dr / Mckinley Ave,Westbound,13,0.23,0.183,6.58,41.48063,-81.69301,41.46973454299352,-81.80980177,Yes
11,99,4e5fd996-5458-41af-8c14-5cd779733dca,2024-02-17T04:40:44.000Z,2024-02-17T05:46:43.000Z,US-250 Cadiz Dennison Rd / Dennison Ave,US-250 Cadiz Dennison Rd / CR-504 Sale Barn Rd,Northbound,66,0.584,0.467,16.07,40.28218390860538,-81.01612618,40.38531024222812,-81.26071012,Yes
12,218,12cf2d1d-bf82-448c-8cdb-6873ed19817d,2024-02-17T04:54:45.000Z,2024-02-17T04:59:37.000Z,I-90  Exit 178 / Eddy Rd,I-90 / OH-2,Eastbound,5,0.241,0.109,5.98,41.55083366977629,-81.60374337,41.59777617723655,-81.50877074,Yes
13,72,ba38a7d3-ae15-4115-a1a0-b54f5b142476,2024-02-17T15:36:44.000Z,2024-02-17T16:21:45.000Z,"I-271  Exits 27A-B,27B / I-480  Exit 13A / US-422  Exit 13B",OH-44 Ravenna Rd / US-422,Eastbound,45,0.16,1.411,15.66,41.42934347652592,-81.50336828,41.38398664970021,-81.2260482,Yes
14,148,a3aac0c4-16e7-4fb9-98d4-d21abcf1c8fb,2024-02-17T15:18:45.000Z,2024-02-17T16:19:49.000Z,I-480  Exit 23B / Forbes Rd / Fair Oaks Rd,"I-480  Exit 20A-B / I-77  Exits 155,156 / Rockside Rd",Westbound,61,0.38,1.128,9.31,41.38224192933485,-81.51243544,41.40825716775472,-81.63639728,Yes
15,84,86679a1a-8111-485d-9c1d-b074b4acba21,2024-02-17T09:15:30.000Z,2024-02-17T17:10:23.000Z,I-70 / I 70 Wb Rest Area,I-70,Westbound,475,0.15,0.235,13.78,39.82878000206167,-84.76834107,39.85962740388278,-85.00296322,Yes
16,57,e75bc08d-0338-49a6-b806-b038ee65713d,2024-02-17T05:19:43.000Z,2024-02-17T05:27:44.000Z,I-90  Exit 173C / US-6 Superior Ave / 30th St,I-90  Exit 182A / 185th St / Waterloo Rd,Eastbound,8,0,0.412,7.78,41.50768,-81.67122,41.5716502,-81.5639593,Yes
17,173,99938c8f-805a-400a-83c9-e65daeaf3524,2024-02-17T14:59:48.000Z,2024-02-17T15:17:50.000Z,I-90  Exit 162 / Hilliard Blvd / Westway Dr,I-90  Exit 167A / Marginal Dr,Eastbound,18,1.412,0.586,4.56,41.47194,-81.83498,41.46977,-81.74901,Yes
18,149,4515b391-a762-4988-a678-1a968e05f85f,2024-02-17T17:39:31.000Z,2024-02-17T18:29:28.000Z,I-70 / I 70 Wb Rest Area,I-70  Exit 145 / Centerville Rd,Westbound,50,0.425,0.343,12.87,39.82877000000002,-84.76040437,39.85988397272201,-84.97991752,Yes
19,320,61a6243f-c7f1-4964-9e90-e8db87a5add7,2024-02-17T05:59:37.000Z,2024-02-17T06:40:43.000Z,US-250 Cadiz Dennison Rd / CR-503 Reed Rd,US-250 Cadiz Dennison Rd / US-250 / Deersville Ridge Rd,Eastbound,41,0.434,0.535,15.21,40.374557970048734,-81.24777563,40.28075997,-81.01514998,Yes
20,148,064728ef-e7bf-4550-8e00-ed03b6463b45,2024-02-17T06:01:43.000Z,2024-02-17T06:48:44.000Z,I-480,"I-480  Exit 20A-B / I-77  Exits 155,156 / Rockside Rd",Westbound,47,0.291,1.128,12.05,41.34625913494524,-81.5025146,41.40825716775472,-81.63639728,Yes
21,115,8fc1d916-f154-467c-bb04-78bc0df54339,2024-02-17T16:08:47.000Z,2024-02-17T16:12:52.000Z,US-422,I-271  Exit 29 / US-422 Chagrin Blvd / OH-87 Chagrin Blvd,Westbound,4,0.401,0,7.69,41.3899,-81.41152576,41.45775298328469,-81.49051,Yes
22,101,4f00e01e-5313-4921-873d-6ac5de194ac7,2024-02-17T03:59:23.000Z,2024-02-17T04:58:34.000Z,OH-315,"I-270  Exits 22,23 / OH-315  Exits 12A,12B / US-23 High St",Northbound,59,0.639,0.635,8.19,39.989285721967015,-83.02497174,40.10097014,-83.03646999,Yes
23,160,a98be501-710b-4f56-b92c-7cabe576d88f,2024-02-17T04:48:52.000Z,2024-02-17T05:23:49.000Z,US-22 / Lovers Ln,US-22  Exit 5 / WV-105 Colliers Way,Eastbound,35,0.299,0.42,8.56,40.38425002594968,-80.67038984,40.39814758474381,-80.53692978,Yes
24,148,f9666f2a-6a9e-4446-a208-cb358ce4f00f,2024-02-17T15:33:49.000Z,2024-02-17T16:12:52.000Z,I-480  Exit 23B / Forbes Rd / Fair Oaks Rd,"I-480  Exit 20A-B / I-77  Exits 155,156 / Rockside Rd",Westbound,39,0.262,1.08,9.38,41.38044533659338,-81.51266952,41.40830999848794,-81.63608001,No
25,54,3a6d2d50-74e0-4912-90bb-1933b27d5621,2024-02-17T07:17:22.000Z,2024-02-17T07:43:27.000Z,US-35 / Gettysburg Ave / Derbyshire Dr,US-35 / Smithville Rd,Eastbound,26,0.918,0.416,5.1,39.7372,-84.2576,39.75512000092405,-84.16796993,Yes
26,194,19f3af7f-6b21-47dc-9f94-bc14b4664bbb,2024-02-17T05:34:25.000Z,2024-02-17T06:12:23.000Z,OH-315  Exit 4 / Lane Ave,OH-315 / Hard Rd,Northbound,38,0.086,0,7.64,40.01089044801078,-83.03173511,40.11597395609219,-83.03444934,Yes
27,89,86d4d7af-19c0-46fe-825d-ea3a9cee0345,2024-02-17T06:52:39.000Z,2024-02-17T07:26:42.000Z,US-250 Cadiz Dennison Rd / CR-503 Reed Rd,US-250 Cadiz Dennison Rd / Liggett Rd,Eastbound,34,0.145,0.98,13.69,40.377292521003525,-81.25107778,40.289890707705695,-81.04006461,Yes
28,284,37b3237a-1f62-4df4-a907-244b5d46de28,2024-02-17T15:42:47.000Z,2024-02-17T17:02:54.000Z,I-271,I-271,Northbound,80,0.872,0.822,5.91,41.39519925655185,-81.50926562,41.47805794357115,-81.48723649,Yes
29,127,ffc2c6ef-c891-41a3-80d2-667168775aea,2024-02-17T07:04:22.000Z,2024-02-17T07:37:23.000Z,OH-16,OH-16 / Dayton Rd,Eastbound,33,0.685,0.468,7.05,40.05673999,-82.48478998,40.06318013007576,-82.35824541,Yes
30,135,4a3fecaa-82de-4be9-95a0-e07e30cb153f,2024-02-17T05:28:32.000Z,2024-02-17T05:39:23.000Z,OH-315  Exit 10 / OH-161 Dublin Granville Rd / OH-161 Granville Rd,"I-670  Exits 2A,2B,3 / OH-315  Exits 1C,1D,1E,1F,2 / Goodale St",Southbound,11,0.547,0.467,7.36,40.0855,-83.03529,39.986998326067166,-83.02365304,Yes
31,328,bef07c33-94b6-46ad-9348-a5fa0c5e57a8,2024-02-17T06:24:38.000Z,2024-02-17T06:49:38.000Z,"I-480  Exit 20A-B / I-77  Exits 155,156 / Rockside Rd","I-90  Exits 171,172A,172C / I-77  Exit 162B / OH-10 Carnegie Ave",Northbound,25,0,0.244,5.92,41.41495,-81.64329,41.49243774604962,-81.67557357,Yes
32,337,31cb34d1-a889-4cdd-8395-2f5eb4f1a616,2024-02-17T03:52:26.000Z,2024-02-17T05:09:24.000Z,OH-161,OH-161 Dublin Granville Rd,Westbound,77,0.543,0,8.03,40.07970440819982,-82.76786993,40.08268,-82.91295,Yes
33,377,2762b926-1015-4ace-b838-8a6bb3ec0229,2024-02-17T16:40:49.000Z,2024-02-17T16:41:46.000Z,I-480  Exit 26A / I-271  Exit 26 / Rockside Rd,I-480  Exit 21 / Transportation Blvd / Antenucci Blvd,Westbound,1,0.367,0.276,6.09,41.40467,-81.50575,41.41383664451911,-81.60421918,Yes
34,67,37746db4-6874-46b4-b858-a00ebd98ba7a,2024-02-17T06:52:26.000Z,2024-02-17T07:01:24.000Z,US-23,US-23,Southbound,9,1.115,0.253,5.8,40.54514,-83.07463,40.461786507596734,-83.07593795,Yes
35,77,7cc12432-7e7e-46cb-9cff-ccb8292399e4,2024-02-17T04:24:50.000Z,2024-02-17T04:55:48.000Z,I-77,I-77  Exit 81 / US-250 / US-250-BR High Ave,Northbound,31,0.791,0,11.13,40.348098832961725,-81.5679366,40.48789794165877,-81.47896705,Yes
36,296,e229096f-58f2-41aa-b803-0723ccb1a3a6,2024-02-17T03:50:27.000Z,2024-02-17T04:23:29.000Z,OH-38 / Greene Rd,OH-38 Midway St,Northbound,33,0,0.235,11.9,39.71100609,-83.46415793,39.87459164538688,-83.45592687,Yes
