BottleneckSummaryIndex,Id,StartDate,EndDate,FromIntersectionName,ToIntersectionName,Direction,MaxDurationMinutes,StartSegmentOffsetMiles,EndSegmentOffsetMiles,MaxLengthMiles,FromPointLat,FromPointLon,ToPointLat,ToPointLon,StartDate,StartHour,StartMinutes,EndDate,EndHour,EndMinutes,TotalImpactFactor
2,e1ab6600-7763-4d19-b58c-919eb1c92f4f,2022-01-17T09:31:35.000Z,2022-01-17T10:07:51.000Z,I-670  Exit 3 / Spruce St,I-670  Exit 6 / Leonard Ave,Eastbound,36,0.107,0.037,2.3,39.97316881,-83.00860773,39.97866108,-82.97194134,1/17/2022,4:00,31,1/17/2022,5:00,07,82.8
5,0d4695ac-217e-4264-9053-7b9a17de869d,2022-01-17T09:57:38.000Z,2022-01-17T10:04:48.000Z,"I-670  Exits 2A,2B,3 / OH-315  Exits 1C,1D,1E,1F,2 / Goodale St",I-670  Exit 7 / US-62 5th Ave / 5th Ave,Eastbound,7,0.175,0.256,4.32,39.96505,-83.02725999,39.98063541,-82.95748516,1/17/2022,4:00,57,1/17/2022,5:00,04,30.24
