BottleneckSummaryIndex,Id,StartDate,EndDate,FromIntersectionName,ToIntersectionName,Direction,MaxDurationMinutes,StartSegmentOffsetMiles,EndSegmentOffsetMiles,MaxLengthMiles,FromPointLat,FromPointLon,ToPointLat,ToPointLon,StartDate,StartHour,StartMinutes,EndDate,EndHour,EndMinutes,TotalImpactFactor
2,48f91993-ed7f-4fc9-912b-5a1132a28c1e,2022-02-04T13:04:38.000Z,2022-02-04T13:13:34.000Z,I-670  Exit 3 / Spruce St,I-670  Exit 6 / Leonard Ave,Eastbound,9,0,0.508,2.46,39.97423,-83.00289,39.97998744,-82.96377669,2/4/2022,8:00,04,2/4/2022,8:00,13,22.14
3,ee5b6e46-f02f-4db1-948f-4562cfce61a4,2022-02-04T13:09:42.000Z,2022-02-04T13:11:33.000Z,I-670  Exit 6 / Leonard Ave,"I-270  Exits 35,35A,35B / I-670  Exits 10A-B,10C,10D / US-62",Eastbound,2,0.482,0.314,2.66,39.98066013,-82.95248847,40.00381714,-82.9191001,2/4/2022,8:00,09,2/4/2022,8:00,11,5.32
