BottleneckSummaryIndex,Id,StartDate,EndDate,FromIntersectionName,ToIntersectionName,Direction,MaxDurationMinutes,StartSegmentOffsetMiles,EndSegmentOffsetMiles,MaxLengthMiles,FromPointLat,FromPointLon,ToPointLat,ToPointLon,StartDate,StartHour,StartMinutes,EndDate,EndHour,EndMinutes,TotalImpactFactor
5,c5448542-c8c0-47d5-baa7-85e065fee728,2022-01-17T05:46:33.000Z,2022-01-17T06:01:37.000Z,I-670  Exit 3 / Spruce St,I-670  Exit 7 / US-62 5th Ave / 5th Ave,Eastbound,15,0.12,0.256,3.45,39.97299215,-83.0144647,39.98063541,-82.95748516,1/17/2022,0:00,46,1/17/2022,1:00,01,51.75
3,fb41b02b-1647-44c7-9095-e991f05592bf,2022-01-17T05:51:39.000Z,2022-01-17T06:09:31.000Z,I-670  Exit 6 / Leonard Ave,"I-270  Exits 35,35A,35B / I-670  Exits 10A-B,10C,10D / US-62",Eastbound,18,0.206,0.215,3.38,39.98084959,-82.94624944,40.01297135,-82.90204888,1/17/2022,0:00,51,1/17/2022,1:00,09,60.84
