BottleneckSummaryIndex,Id,StartDate,EndDate,FromIntersectionName,ToIntersectionName,Direction,MaxDurationMinutes,StartSegmentOffsetMiles,EndSegmentOffsetMiles,MaxLengthMiles,FromPointLat,FromPointLon,ToPointLat,ToPointLon,StartDate,StartHour,StartMinutes,EndDate,EndHour,EndMinutes,TotalImpactFactor
3,b666f5f5-be1f-4866-9630-c095a006be5a,2022-02-04T06:55:32.000Z,2022-02-04T07:12:36.000Z,I-670  Exit 3 / Spruce St,"I-270  Exits 35,35A,35B / I-670  Exits 10A-B,10C,10D / US-62",Eastbound,17,0.256,0.51,5.29,39.97319,-83.00548,39.99890375,-82.92728587,2/4/2022,1:00,55,2/4/2022,2:00,12,89.93
5,e943a77b-14e6-4a71-9fcd-a1cc42c6fd6d,2022-02-04T07:03:29.000Z,2022-02-04T07:20:33.000Z,"I-670  Exits 2A,2B,3 / OH-315  Exits 1C,1D,1E,1F,2 / Goodale St",I-670  Exit 7 / US-62 5th Ave / 5th Ave,Eastbound,17,0.373,0.012,4.71,39.97038,-83.01945,39.98302913,-82.9400106,2/4/2022,2:00,03,2/4/2022,2:00,20,80.07
