BottleneckSummaryIndex,Id,StartDate,EndDate,FromIntersectionName,ToIntersectionName,Direction,MaxDurationMinutes,StartSegmentOffsetMiles,EndSegmentOffsetMiles,MaxLengthMiles,FromPointLat,FromPointLon,ToPointLat,ToPointLon,StartDate,StartHour,StartMinutes,EndDate,EndHour,EndMinutes,TotalImpactFactor
3,41ef26fd-e88b-4fb2-8798-3b0f9f4aa2e9,2022-01-17T08:55:39.000Z,2022-01-17T09:37:53.000Z,I-70 / I-670,"I-270  Exits 35,35A,35B / I-670  Exits 10A-B,10C,10D / US-62",Eastbound,42,0,0,10.15,39.96843,-83.06556,40.01127,-82.90529,1/17/2022,3:00,55,1/17/2022,4:00,37,426.3
5,4bc1a3f8-3388-4e22-87ab-c2efe88fa129,2022-01-17T09:00:30.000Z,2022-01-17T09:03:53.000Z,I-70 / I-670,I-670  Exit 7 / US-62 5th Ave / 5th Ave,Eastbound,3,0,0.256,6.44,39.96843,-83.06556,39.98063541,-82.95748516,1/17/2022,4:00,00,1/17/2022,4:00,03,19.32
