BottleneckSummaryIndex,Id,StartDate,EndDate,FromIntersectionName,ToIntersectionName,Direction,MaxDurationMinutes,StartSegmentOffsetMiles,EndSegmentOffsetMiles,MaxLengthMiles,FromPointLat,FromPointLon,ToPointLat,ToPointLon,StartDate,StartHour,StartMinutes,EndDate,EndHour,EndMinutes,TotalImpactFactor
3,ef5b7c91-dbac-4ce1-a23d-99b667818bed,2022-02-04T04:27:50.000Z,2022-02-04T05:08:49.000Z,I-70 / I-670,"I-270  Exits 35,35A,35B / I-670  Exits 10A-B,10C,10D / US-62",Eastbound,41,0,0,10.15,39.96843,-83.06556,40.01127,-82.90529,2/3/2022,23:00,27,2/4/2022,0:00,08,416.15
3,653326df-2e5b-4643-959d-d40a60528b66,2022-02-04T06:01:29.000Z,2022-02-04T06:20:29.000Z,"I-71  Exits 109A,109B,110A / I-670  Exits 4A,4A-B,4B,4C,5,5A-5B / Goodale St","I-270  Exits 35,35A,35B / I-670  Exits 10A-B,10C,10D / US-62",Eastbound,19,0.068,0.08,3.97,39.97831272,-82.97551465,40.0051102,-82.91671964,2/4/2022,1:00,01,2/4/2022,1:00,20,75.43
