BottleneckSummaryIndex,Id,StartDate,EndDate,FromIntersectionName,ToIntersectionName,Direction,MaxDurationMinutes,StartSegmentOffsetMiles,EndSegmentOffsetMiles,MaxLengthMiles,FromPointLat,FromPointLon,ToPointLat,ToPointLon,StartDate,StartHour,StartMinutes,EndDate,EndHour,EndMinutes,TotalImpactFactor
3,6deb4d65-a964-4982-832e-7a6533f35f59,2022-02-03T20:58:33.000Z,2022-02-04T02:10:10.000Z,I-70 / I-670,"I-270  Exits 35,35A,35B / I-670  Exits 10A-B,10C,10D / US-62",Eastbound,312,0,0.215,10.37,39.96843,-83.06556,40.01297135,-82.90204888,2/3/2022,15:00,58,2/3/2022,21:00,10,3235.44
1,1ac2576f-ebfe-4ef6-b62c-2419af4236c9,2022-02-03T23:12:49.000Z,2022-02-03T23:19:30.000Z,I-670  Exit 9 / Stelzer Rd / International Gtwy,US-62 Mill St,Eastbound,7,0.469,0.255,2.21,40.00840007,-82.91072989,40.02260001,-82.87931999,2/3/2022,18:00,12,2/3/2022,18:00,19,15.47
