BottleneckSummaryIndex,Id,StartDate,EndDate,FromIntersectionName,ToIntersectionName,Direction,MaxDurationMinutes,StartSegmentOffsetMiles,EndSegmentOffsetMiles,MaxLengthMiles,FromPointLat,FromPointLon,ToPointLat,ToPointLon,StartDate,StartHour,StartMinutes,EndDate,EndHour,EndMinutes,TotalImpactFactor
3,a7b280b8-76ae-4a14-b8e0-c20309a240a8,2022-01-17T08:26:38.000Z,2022-01-17T08:56:31.000Z,I-70 / I-670,"I-270  Exits 35,35A,35B / I-670  Exits 10A-B,10C,10D / US-62",Eastbound,30,0.045,0.19,10.3,39.96822019,-83.06476071,40.01257755,-82.90251465,1/17/2022,3:00,26,1/17/2022,3:00,56,309
3,aabb55db-3841-48f5-8bcd-2c2c38b19d51,2022-01-17T08:37:38.000Z,2022-01-17T08:40:41.000Z,I-670  Exit 6 / Leonard Ave,"I-270  Exits 35,35A,35B / I-670  Exits 10A-B,10C,10D / US-62",Eastbound,3,0.354,0.19,3.2,39.98097199,-82.94376359,40.01257755,-82.90251465,1/17/2022,3:00,37,1/17/2022,3:00,40,9.6
