BottleneckSummaryIndex,Id,StartDateUTC,EndDateUTC,FromIntersectionName,ToIntersectionName,Direction,MaxDurationMinutes,StartSegmentOffsetMiles,EndSegmentOffsetMiles,MaxLengthMiles,FromPointLat,FromPointLon,ToPointLat,ToPointLon,StartDateET,EndDateET,StartHourET,StartMinuteET,EndHourET,EndMinuteET,TotalImpactFactor,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
9,01e34afb-8390-4ebe-b385-c9435a14d056,2024-01-23 13:03:38,2024-01-23 13:27:05,I-275,I-275,Northbound,23,0.154,0.261,3.57,39.20909409346813,-84.26371382122977,39.24849236781997,-84.30632282420683,2024-01-23 08:03:38-05:00,2024-01-23 08:27:05-05:00,8,3,8,27,82.11,0,0.0,0.0,0,0,0.0,0.0,0.0,82.11,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9,afdcc1a7-d8d4-4d2a-96c4-d45e9bddc911,2024-02-06 12:50:36,2024-02-06 13:12:34,I-275,I-275,Northbound,22,0.516,0.286,2.75,39.1985605838349,-84.2626427905782,39.23096048953883,-84.28777079079347,2024-02-06 07:50:36-05:00,2024-02-06 08:12:34-05:00,7,50,8,12,60.5,0,0.0,0.0,0,0,0.0,0.0,27.5,33.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9,3d7508e5-695f-4f8d-82f4-d5568995f580,2024-02-08 11:54:44,2024-02-08 13:05:32,I-275,I-275,Northbound,71,0.965,0.093,5.59,39.17743277281754,-84.26679034755293,39.24657249199655,-84.30446974226334,2024-02-08 06:54:44-05:00,2024-02-08 08:05:32-05:00,6,54,8,5,396.89,0,0.0,0.0,0,0,0.0,33.54,335.4,27.95,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9,6b0cc91b-cb68-4fef-9291-42d527067e5c,2024-01-19 12:08:38,2024-01-19 12:41:54,"I-275  Exits 59,59A,59B / Milford Pkwy",I-275,Northbound,33,0.0,0.024,30.44,39.16469,-84.26742,39.21489,-84.68466,2024-01-19 07:08:38-05:00,2024-01-19 07:41:54-05:00,7,8,7,41,1004.5200000000001,0,0.0,0.0,0,0,0.0,0.0,1004.5200000000001,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9,9d094640-fab4-46d7-b44c-3c8f3054b94f,2024-02-22 12:34:33,2024-02-22 13:02:17,I-275  Exit 57 / OH-28,I-275,Northbound,28,0.231,0.261,4.63,39.19377607179743,-84.26250694310728,39.24849236781997,-84.30632282420683,2024-02-22 07:34:33-05:00,2024-02-22 08:02:17-05:00,7,34,8,2,129.64,0,0.0,0.0,0,0,0.0,0.0,120.38,9.259999999999998,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9,5a44a27e-baf2-412d-a960-8f3d979faa41,2024-01-30 12:40:26,2024-01-30 12:55:34,I-275,I-275,Northbound,15,0.0,0.0,3.47,39.2074634790692,-84.2631886368097,39.24525136564208,-84.3032232859429,2024-01-30 07:40:26-05:00,2024-01-30 07:55:34-05:00,7,40,7,55,52.050000000000004,0,0.0,0.0,0,0,0.0,0.0,52.050000000000004,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9,32fa5b6f-8ffd-416b-8a07-ffb570100c51,2024-02-27 12:19:32,2024-02-27 12:21:34,I-275  Exit 54 / Wards Corner Rd,I-275,Northbound,2,0.256,0.261,2.17,39.22522414764439,-84.27849399051485,39.24849236781997,-84.30632282420683,2024-02-27 07:19:32-05:00,2024-02-27 07:21:34-05:00,7,19,7,21,4.34,0,0.0,0.0,0,0,0.0,0.0,4.34,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9,7c03fe8a-a5da-44fb-b581-05b3aa0e9ed1,2024-01-19 12:40:45,2024-01-19 13:03:41,I-275,I-275,Northbound,23,0.423,0.024,30.02,39.17081483011286,-84.26780007588505,39.21489,-84.68466,2024-01-19 07:40:45-05:00,2024-01-19 08:03:41-05:00,7,40,8,3,690.46,0,0.0,0.0,0,0,0.0,0.0,600.4,90.06,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9,9c5a4eaa-f485-498b-a98f-a5c861f69835,2024-01-10 12:51:58,2024-01-10 12:52:40,I-275,I-275,Northbound,1,0.67,0.261,4.19,39.20079067739884,-84.26270642718896,39.24849236781997,-84.30632282420683,2024-01-10 07:51:58-05:00,2024-01-10 07:52:40-05:00,7,51,7,52,4.19,0,0.0,0.0,0,0,0.0,0.0,4.19,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9,d6d6eaab-c71c-4611-b686-295e4e857b6a,2024-01-29 12:45:35,2024-01-29 12:58:35,I-275,I-275,Northbound,13,0.308,0.0,3.16,39.21157247564188,-84.26498173292663,39.24525136564208,-84.3032232859429,2024-01-29 07:45:35-05:00,2024-01-29 07:58:35-05:00,7,45,7,58,41.08,0,0.0,0.0,0,0,0.0,0.0,41.08,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9,fdaeda38-17f8-4bea-8e9a-922b88284bd6,2024-02-14 12:50:27,2024-02-14 13:01:32,I-275,I-275,Northbound,11,0.462,0.261,3.26,39.21269025107642,-84.26578803603896,39.24849236781997,-84.30632282420683,2024-02-14 07:50:27-05:00,2024-02-14 08:01:32-05:00,7,50,8,1,35.86,0,0.0,0.0,0,0,0.0,0.0,32.6,3.2600000000000002,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9,f246ef7d-194e-459a-97f5-bc5ac6f5ce1f,2024-01-19 07:38:48,2024-01-19 07:58:46,"I-275  Exits 59,59A,59B / Milford Pkwy",I-275,Northbound,20,0.0,0.261,6.72,39.16469,-84.26742,39.24849236781997,-84.30632282420683,2024-01-19 02:38:48-05:00,2024-01-19 02:58:46-05:00,2,38,2,58,134.4,0,0.0,134.4,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9,395704b4-796d-4382-af2a-8fdd380f8ea1,2024-02-13 13:06:37,2024-02-13 13:07:34,I-275  Exit 54 / Wards Corner Rd,I-275,Northbound,1,0.256,0.261,2.17,39.22522414764439,-84.27849399051485,39.24849236781997,-84.30632282420683,2024-02-13 08:06:37-05:00,2024-02-13 08:07:34-05:00,8,6,8,7,2.17,0,0.0,0.0,0,0,0.0,0.0,0.0,2.17,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9,811c26c1-a456-43c4-b272-66d5e05beab1,2024-02-20 12:45:31,2024-02-20 14:12:39,I-275,I-275,Northbound,87,0.516,0.81,4.89,39.1985605838349,-84.2626427905782,39.25181516261088,-84.31481991000229,2024-02-20 07:45:31-05:00,2024-02-20 09:12:39-05:00,7,45,9,12,425.42999999999995,0,0.0,0.0,0,0,0.0,0.0,73.35,293.4,58.67999999999999,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9,f9b6d512-f97a-4ef9-a229-c1db5e7ee478,2024-01-10 13:15:49,2024-01-10 13:28:51,I-275  Exit 57 / OH-28,I-275,Northbound,13,0.262,0.428,5.38,39.18538276150252,-84.26372779669221,39.25036157642973,-84.30886016306987,2024-01-10 08:15:49-05:00,2024-01-10 08:28:51-05:00,8,15,8,28,69.94,0,0.0,0.0,0,0,0.0,0.0,0.0,69.94,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9,4028db55-fbeb-4e0b-85f3-510d22ac41dc,2024-02-29 13:42:28,2024-02-29 14:27:16,I-275,I-275,Northbound,45,0.0,0.093,3.56,39.2074634790692,-84.2631886368097,39.24657249199655,-84.30446974226334,2024-02-29 08:42:28-05:00,2024-02-29 09:27:16-05:00,8,42,9,27,160.2,0,0.0,0.0,0,0,0.0,0.0,0.0,64.08,96.11999999999999,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9,6464109f-44db-455a-b8c5-a75e1ce3af0d,2024-02-27 13:06:22,2024-02-27 13:09:33,I-275,I-275,Northbound,3,0.286,0.428,1.76,39.23096048953883,-84.28777079079347,39.25036157642973,-84.30886016306987,2024-02-27 08:06:22-05:00,2024-02-27 08:09:33-05:00,8,6,8,9,5.28,0,0.0,0.0,0,0,0.0,0.0,0.0,5.28,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9,f523ba5a-4ef9-455f-ad64-840a43785a8b,2024-01-19 10:08:56,2024-01-19 11:26:57,I-275,I-275,Northbound,78,0.597,0.81,6.67,39.17333032096298,-84.2678274468534,39.25181516261088,-84.31481991000229,2024-01-19 05:08:56-05:00,2024-01-19 06:26:57-05:00,5,8,6,26,520.26,0,0.0,0.0,0,0,346.84,173.42,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9,35257768-b10b-49eb-bbe4-02fc651e2c8f,2024-01-24 12:26:04,2024-01-24 12:34:11,I-275,I-275,Northbound,8,0.0,0.261,3.73,39.2074634790692,-84.2631886368097,39.24849236781997,-84.30632282420683,2024-01-24 07:26:04-05:00,2024-01-24 07:34:11-05:00,7,26,7,34,29.84,0,0.0,0.0,0,0,0.0,0.0,29.84,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9,fe1e6952-960c-4a3f-af6c-2d467467dced,2024-02-01 12:35:35,2024-02-01 13:14:27,I-275,I-275,Northbound,39,0.308,0.81,3.97,39.21157247564188,-84.26498173292663,39.25181516261088,-84.31481991000229,2024-02-01 07:35:35-05:00,2024-02-01 08:14:27-05:00,7,35,8,14,154.83,0,0.0,0.0,0,0,0.0,0.0,99.25000000000001,55.580000000000005,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9,7cbfe988-cf39-4f45-b834-0f20480dd95f,2024-02-28 13:06:22,2024-02-28 14:21:24,I-275,I-275,Northbound,75,0.988,0.81,10.55,39.11948099860753,-84.27619966713142,39.25181516261088,-84.31481991000229,2024-02-28 08:06:22-05:00,2024-02-28 09:21:24-05:00,8,6,9,21,791.25,0,0.0,0.0,0,0,0.0,0.0,0.0,569.6999999999999,221.55,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
